File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G30_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G30_P01 (MPa),Time (sec),Run 2 : G30_P02 (MPa),Time (sec),Run 3 : G30_P03 (MPa),Time (sec),Run 4 : G30_P04 (MPa),Time (sec),Run 5 : G30_P05 (MPa),Time (sec),Run 6 : G30_P06 (MPa),Time (sec),Run 7 : G30_P07 (MPa),Time (sec),Run 8 : G30_P08 (MPa),Time (sec),Run 9 : G30_P09 (MPa),Time (sec),Run 10 : G30_P10 (MPa),
0.0032076,9.14001e-05,0.00158562,0.000103366,0.000815537,0.000350484,0.00201027,0.000279391,0.00272192,4.91391e-05,0.00138174,0.000108706,0.00285308,1.74628e-05,0.000931114,0.000241174,0.00246609,0.000105791,0.00174535,2.73465e-05,
0.00751411,0.00233938,0.00394135,0.00287099,0.0020956,0.00338614,0.00491429,0.00300236,0.0064812,0.00266661,0.00346495,0.00337422,0.00676315,0.00258153,0.00238193,0.00367857,0.00592279,0.00246666,0.00431153,0.00295219,
0.0118502,0.00245878,0.00638191,0.00343175,0.00348058,0.00483729,0.00788767,0.00361566,0.0102857,0.00294754,0.00564028,0.00451454,0.0107136,0.00281147,0.00393528,0.00530494,0.00943315,0.0027474,0.00695632,0.00367038,
0.0158036,0.0354244,0.00883696,0.0157733,0.00494226,0.00522833,0.0107706,0.00232914,0.0138305,0.0443377,0.00783895,0.0168924,0.0143763,0.0416931,0.00556108,0.0061834,0.0127512,0.0232335,0.00955892,0.00100558,
0.0198284,0.23281,0.0117369,0.130443,0.00640436,0.0529309,0.0136225,0.0345454,0.0174835,0.276082,0.0103587,0.0315361,0.0181375,0.261787,0.00714023,0.0591734,0.0160536,0.150572,0.0122313,0.038438,
0.023544,0.47395,0.0145737,0.655926,0.00814753,0.0808027,0.0166396,0.662245,0.0209738,0.57301,0.0127916,0.836455,0.0217047,0.543951,0.00899674,0.362916,0.019465,0.491149,0.0149756,0.502554,
0.0274562,0.972148,0.0174036,1.2472,0.00987144,0.932559,0.0197778,1.18639,0.0245548,1.13198,0.0155514,1.36534,0.0253771,1.08922,0.0108973,1.03419,0.0230359,0.974619,0.0173358,0.945715,
0.02954,0.97695,0.0185939,1.21666,0.0116645,1.68551,0.0217613,1.36129,0.0263421,1.15245,0.0171077,1.58703,0.0272363,1.10006,0.0127103,1.96261,0.0248859,0.989239,0.0197194,1.39656,
0.0316558,0.942238,0.0196078,1.18774,0.0123958,1.56116,0.0233649,1.33732,0.0278428,1.10439,0.0181738,1.54858,0.0291084,1.06208,0.0134056,1.74654,0.0265111,0.960861,0.0208454,1.28443,
0.0338931,0.972152,0.0206532,1.20633,0.0130073,1.52305,0.0249988,1.35148,0.0294171,1.12805,0.0192755,1.56212,0.0310884,1.08861,0.0141249,1.70034,0.0281879,0.98126,0.0220081,1.27553,
0.036162,1.00204,0.0217559,1.23948,0.0136475,1.5625,0.0266681,1.3952,0.031032,1.15447,0.0203889,1.60589,0.033097,1.12544,0.0148761,1.74291,0.0298756,1.01232,0.0232204,1.30522,
0.0384992,1.03222,0.0228837,1.26265,0.0143065,1.59811,0.0284097,1.43999,0.0329572,1.18999,0.0215212,1.66107,0.0351751,1.15727,0.0156655,1.79956,0.0316058,1.04319,0.0246435,1.35168,
0.0411705,1.07012,0.0241687,1.32344,0.0149691,1.61956,0.0305227,1.48759,0.035188,1.23563,0.0228543,1.73267,0.037544,1.20097,0.0164423,1.86474,0.0336354,1.07918,0.026064,1.40899,
0.044295,1.11498,0.0256905,1.38826,0.0157362,1.73067,0.0328741,1.56834,0.037845,1.29157,0.0244063,1.81345,0.0403265,1.2508,0.0173554,1.96295,0.0360092,1.11697,0.0277855,1.44378,
0.0479728,1.1695,0.02747,1.44767,0.0166636,1.80929,0.0356197,1.64522,0.0409209,1.35119,0.0262789,1.90684,0.0435995,1.31018,0.0184459,2.03896,0.0386854,1.17303,0.0297089,1.51918,
0.0522874,1.22635,0.0295491,1.51065,0.0177474,1.89303,0.0388212,1.72441,0.0445205,1.41648,0.0284507,1.9927,0.0474568,1.37434,0.0196847,2.14472,0.041904,1.23082,0.0319949,1.59209,
0.0574725,1.28792,0.0319861,1.58599,0.0190014,1.98759,0.0420855,1.7983,0.0487399,1.48592,0.0309335,2.08596,0.0520595,1.43978,0.0211557,2.26517,0.0456996,1.2876,0.0346766,1.66638,
0.0635598,1.34486,0.0347816,1.65936,0.0204692,2.09523,0.0458237,1.8686,0.0537713,1.55837,0.0334377,2.16261,0.0573847,1.50672,0.0229025,2.38399,0.050228,1.35121,0.0378452,1.74524,
0.0696408,1.4037,0.0380485,1.73632,0.0221905,2.19013,0.0502934,1.9525,0.0587804,1.62055,0.0363063,2.2603,0.0627571,1.56974,0.0246515,2.46818,0.0546898,1.40335,0.0409719,1.81358,
0.0767267,1.45746,0.0413384,1.80468,0.0238671,2.2625,0.0548023,2.02132,0.0647322,1.68753,0.039224,2.34862,0.0690347,1.63034,0.0266616,2.55755,0.0600428,1.45928,0.0447525,1.88728,
0.0850884,1.52455,0.0451364,1.87586,0.0258222,2.38588,0.0600061,2.10086,0.071531,1.76217,0.0426857,2.43832,0.0754628,1.69425,0.0289147,2.69572,0.0662673,1.52086,0.0490621,1.96331,
0.0933876,1.58832,0.0489652,1.94538,0.0277465,2.47339,0.0661547,2.19893,0.0784465,1.83291,0.0466274,2.54001,0.0830693,1.76292,0.0312571,2.80447,0.0725923,1.58176,0.0533645,2.03923,
0.102952,1.65151,0.0535382,2.02014,0.0300157,2.57852,0.0723035,2.2797,0.0866479,1.91298,0.0507162,2.63338,0.091832,1.84167,0.0339329,2.91419,0.0799104,1.64786,0.0585735,2.12241,
0.112849,1.71846,0.0588035,2.10457,0.0322938,2.67971,0.0785357,2.36006,0.0946883,1.98407,0.0554558,2.73426,0.10065,1.91183,0.0365708,3.02199,0.0871683,1.70466,0.0637627,2.19697,
0.124408,1.78264,0.0640598,2.17712,0.0349994,2.77358,0.0858467,2.44934,0.104113,2.06516,0.0601978,2.82711,0.110986,1.98807,0.0392884,3.12864,0.0957335,1.77319,0.0698095,2.2782,
0.135952,1.84642,0.0694223,2.24875,0.0376875,2.87594,0.0931678,2.53419,0.113685,2.14039,0.0650834,2.91813,0.121315,2.05767,0.0425452,3.23104,0.104456,1.83222,0.0759518,2.35621,
0.147869,1.90957,0.0757055,2.32361,0.0404846,2.95903,0.100572,2.6162,0.123327,2.21038,0.0707861,3.01586,0.131837,2.12696,0.0457996,3.32956,0.113135,1.88716,0.0820865,2.42633,
0.161216,1.97011,0.0820452,2.4006,0.0436403,3.05115,0.109323,2.71005,0.134766,2.29172,0.0764824,3.11617,0.144059,2.19698,0.0490762,3.42581,0.123557,1.95167,0.0892272,2.50696,
0.175022,2.03656,0.0884603,2.46686,0.0468226,3.146,0.118016,2.80199,0.145991,2.36824,0.0822748,3.20919,0.156333,2.27202,0.0529538,3.53405,0.133689,2.00721,0.0964939,2.58206,
0.189034,2.09637,0.0958615,2.54262,0.050099,3.22484,0.126814,2.8924,0.157451,2.44805,0.0889326,3.31178,0.168781,2.34113,0.056784,3.62755,0.144004,2.06508,0.103837,2.6538,
0.205131,2.16397,0.103376,2.61843,0.0538836,3.31747,0.137024,3.01461,0.17084,2.54153,0.0957096,3.41823,0.183174,2.41785,0.0606933,3.72877,0.156161,2.12713,0.112399,2.73705,
0.221569,2.23723,0.110845,2.68401,0.0576709,3.41135,0.147289,3.18486,0.18398,2.65155,0.102487,3.51103,0.197805,2.49994,0.0652835,3.83737,0.168133,2.18652,0.120918,2.80942,
0.237519,2.30027,0.118504,2.75454,0.0614915,3.48953,0.15769,3.35145,0.197618,2.75718,0.109371,3.61025,0.21232,2.58259,0.0698226,3.94414,0.180524,2.24461,0.12962,2.88699,
0.254036,2.37675,0.12745,2.82747,0.0653293,3.57436,0.168136,3.50171,0.213257,2.86169,0.117424,3.71915,0.227095,2.67736,0.0744671,4.04577,0.192866,2.29756,0.138401,2.95728,
0.273023,2.4629,0.136348,2.90241,0.0698777,3.66358,0.180305,3.64907,0.228953,2.97533,0.125443,3.85076,0.244375,2.7714,0.0791175,4.14082,0.207248,2.35876,0.14849,3.03922,
0.292461,2.55014,0.145392,2.97438,0.0743176,3.75292,0.192407,3.79669,0.244757,3.08964,0.13364,3.99015,0.261562,2.86841,0.0845056,4.25317,0.221734,2.4201,0.158752,3.12388,
0.311902,2.63097,0.154373,3.04309,0.0789353,3.83686,0.204763,3.93994,0.260933,3.2114,0.141829,4.14282,0.278862,2.95584,0.0899582,4.36377,0.236333,2.47822,0.168969,3.19935,
0.331376,2.71025,0.163545,3.1138,0.0835296,3.91592,0.21712,4.09312,0.277174,3.34516,0.151312,4.30693,0.296505,3.04467,0.0954583,4.46908,0.251096,2.53545,0.179362,3.27776,
0.350917,2.78914,0.174132,3.18881,0.0882272,3.99718,0.229325,4.26006,0.295632,3.49446,0.160818,4.47345,0.31433,3.14351,0.101009,4.57208,0.268036,2.59699,0.191335,3.36168,
0.37339,2.88598,0.184729,3.26867,0.0936788,4.08555,0.243494,4.44097,0.314123,3.66802,0.170456,4.6261,0.334491,3.2636,0.107409,4.68648,0.285096,2.66226,0.203285,3.45167,
0.396112,3.00612,0.195509,3.345,0.0991408,4.17543,0.257596,4.64699,0.33256,3.83546,0.180085,4.77743,0.354773,3.40466,0.113857,4.80452,0.302271,2.72421,0.215536,3.55273,
0.418884,3.1344,0.206212,3.41891,0.104656,4.26327,0.271885,4.84524,0.351147,4.0044,0.189861,4.95011,0.37495,3.55027,0.120335,4.91377,0.319659,2.78863,0.227754,3.64745,
0.441622,3.26597,0.218761,3.50436,0.110181,4.34727,0.286375,5.04468,0.370049,4.16839,0.199443,5.13921,0.395123,3.69637,0.126904,5.03779,0.337256,2.85204,0.24009,3.74122,
0.464793,3.39795,0.231266,3.60566,0.1166,4.44468,0.300705,5.23489,0.391691,4.33798,0.210444,5.33725,0.415623,3.84224,0.13353,5.16464,0.357128,2.91833,0.25434,3.83952,
0.488021,3.5317,0.243858,3.70183,0.123069,4.5431,0.315298,5.41897,0.413499,4.52548,0.221492,5.56814,0.436249,3.98817,0.141194,5.30561,0.377422,2.98878,0.268642,3.94452,
0.514844,3.66848,0.256443,3.79362,0.129525,4.63505,0.332109,5.60589,0.435301,4.69663,0.23269,5.79216,0.46014,4.13926,0.14887,5.45346,0.397906,3.0569,0.282932,4.05163,
0.54174,3.82107,0.269244,3.88141,0.136061,4.72704,0.348976,5.81647,0.457244,4.86082,0.243861,6.01542,0.483953,4.30809,0.156569,5.59587,0.41852,3.12717,0.297298,4.18553,
0.568401,3.96312,0.282142,3.9693,0.142625,4.81791,0.366007,6.00716,0.479488,5.02042,0.255257,6.23726,0.507665,4.46306,0.164321,5.7414,0.438577,3.21283,0.31161,4.33283,
0.595738,4.10172,0.295036,4.05757,0.14926,4.90655,0.382923,6.18813,0.501873,5.17555,0.266551,6.45312,0.531946,4.61456,0.172035,5.91486,0.458922,3.31374,0.325922,4.48595,
0.6229,4.23725,0.30812,4.17246,0.155914,4.99411,0.400165,6.36302,0.524265,5.32639,0.277964,6.6619,0.556252,4.7639,0.179928,6.11369,0.479184,3.42253,0.340395,4.64518,
0.650362,4.36984,0.322902,4.31176,0.162614,5.0812,0.417595,6.53256,0.546882,5.47218,0.28959,6.86776,0.580703,4.90956,0.187638,6.32139,0.499655,3.53635,0.3549,4.80614,
0.678144,4.49916,0.337431,4.47292,0.170319,5.17954,0.434402,6.69629,0.569576,5.61217,0.302453,7.07802,0.605332,5.05127,0.195351,6.53283,0.5202,3.65248,0.369326,4.96458,
0.70365,4.64423,0.351456,4.64132,0.177965,5.27903,0.449575,6.92216,0.59443,5.76828,0.31413,7.39327,0.62768,5.21311,0.203149,6.74719,0.542603,3.7853,0.385468,5.13532,
0.726975,4.81198,0.363916,4.87628,0.185394,5.38506,0.464328,7.09138,0.615937,5.99751,0.325622,7.64258,0.648323,5.39843,0.211564,7.00165,0.562454,3.98061,0.399511,5.39901,
0.750434,4.94044,0.376797,5.0451,0.191917,5.59373,0.478856,7.27299,0.637917,6.15162,0.33656,7.87168,0.669603,5.53829,0.219067,7.38029,0.582954,4.1183,0.413773,5.57793,
0.773998,5.08292,0.389432,5.24026,0.198584,5.71623,0.493063,7.44139,0.659882,6.32473,0.347631,8.10734,0.690647,5.69485,0.226489,7.61944,0.602926,4.26931,0.428026,5.7824,
0.79726,5.2228,0.401861,5.42453,0.204953,5.85896,0.507241,7.60463,0.681599,6.49368,0.358332,8.32666,0.711324,5.84862,0.234026,7.89788,0.622665,4.42013,0.442048,5.97552,
0.820284,5.35983,0.414287,5.61034,0.211348,5.99778,0.521383,7.76247,0.70304,6.65934,0.369307,8.55053,0.731784,5.99772,0.241326,8.16576,0.642367,4.56657,0.456085,6.17248,
0.843596,5.4958,0.426298,5.78501,0.217766,6.13479,0.535819,7.93735,0.724396,6.82837,0.380247,8.78213,0.752471,6.1474,0.248547,8.42293,0.662091,4.71637,0.469745,6.36233,
0.866572,5.63069,0.438492,5.96337,0.224159,6.27516,0.549958,8.10008,0.745092,6.98754,0.390842,8.99562,0.772995,6.294,0.255782,8.6791,0.681721,4.86369,0.483099,6.53834,
0.889772,5.76756,0.45049,6.13561,0.230476,6.41344,0.564078,8.26556,0.765921,7.14126,0.401253,9.20353,0.793681,6.44381,0.262928,8.92946,0.701222,5.01132,0.496871,6.72123,
0.913016,5.90494,0.462362,6.31723,0.236828,6.56064,0.577825,8.42134,0.787003,7.30887,0.411106,9.43636,0.814293,6.5979,0.270117,9.16921,0.719808,5.16951,0.510094,6.92246,
0.935325,6.04708,0.473181,6.51321,0.242933,6.74368,0.591388,8.59911,0.80615,7.49251,0.420312,9.65821,0.833662,6.74932,0.277142,9.44995,0.736737,5.32044,0.522284,7.12604,
0.956091,6.19463,0.483747,6.69145,0.248687,6.97282,0.604067,8.78133,0.824438,7.66611,0.429465,9.87058,0.851996,6.91013,0.283605,9.73663,0.754275,5.47623,0.533823,7.31023,
0.975999,6.33508,0.494079,6.87076,0.254115,7.18291,0.616588,8.95806,0.842565,7.8376,0.437533,10.0664,0.869651,7.06262,0.289829,9.97682,0.768674,5.62378,0.543978,7.47943,
0.99553,6.47414,0.503222,7.0381,0.259559,7.39754,0.628869,9.137,0.858399,8.0086,0.445567,10.2543,0.887133,7.21502,0.295569,10.2324,0.782939,5.75083,0.554159,7.6391,
1.01523,6.61888,0.512091,7.18985,0.264383,7.59955,0.640957,9.32273,0.874178,8.16326,0.453549,10.4542,0.90462,7.37366,0.301057,10.4501,0.797204,5.88702,0.564257,7.80884,
1.0348,6.76604,0.520929,7.35021,0.269136,7.79481,0.653258,9.50927,0.889923,8.32694,0.46143,10.6579,0.922053,7.53428,0.306653,10.6888,0.811443,6.02474,0.574376,7.97972,
1.05183,6.91039,0.529769,7.51391,0.273875,8.00053,0.663886,9.69198,0.90523,8.49479,0.469326,10.8646,0.937262,7.69073,0.312182,10.9435,0.825477,6.1646,0.584239,8.14321,
1.06855,7.03962,0.538495,7.67262,0.278576,8.21396,0.674479,9.84948,0.920641,8.66507,0.476139,11.0577,0.952134,7.83174,0.317514,11.1771,0.837684,6.29492,0.594337,8.33085,
1.08529,7.17857,0.547621,7.83988,0.283226,8.42851,0.68521,10.03,0.934304,8.83126,0.483,11.2285,0.966934,7.98224,0.322281,11.4014,0.849522,6.4132,0.602964,8.49542,
1.10209,7.31856,0.55544,8.00825,0.287908,8.6489,0.695864,10.2219,0.947368,8.98668,0.489837,11.4316,0.981756,8.1342,0.326758,11.6001,0.862362,6.54589,0.611462,8.64469,
1.11834,7.46293,0.563147,8.15301,0.291975,8.84661,0.706441,10.4123,0.960764,9.14549,0.496635,11.6203,0.996406,8.29342,0.331541,11.8161,0.874371,6.68327,0.620142,8.8119,
1.13445,7.60825,0.570917,8.31905,0.29592,9.04574,0.71691,10.606,0.973919,9.31424,0.503478,11.8241,1.01064,8.45283,0.336215,12.0458,0.886247,6.812,0.628654,8.97781,
1.15069,7.76029,0.578288,8.47145,0.299901,9.24561,0.726991,10.8082,0.986739,9.47659,0.510152,12.0355,1.02515,8.61728,0.340839,12.274,0.898408,6.95133,0.637325,9.15242,
1.16695,7.91663,0.585933,8.63316,0.30385,9.45117,0.737053,11.002,1.00023,9.6564,0.516934,12.2472,1.03948,8.78754,0.345417,12.5185,0.910544,7.10202,0.645813,9.32618,
1.18305,8.07413,0.593444,8.79958,0.307761,9.65689,0.747033,11.2097,1.01297,9.84205,0.523651,12.4645,1.05383,8.96019,0.349871,12.7432,0.922458,7.24141,0.654308,9.51715,
1.1988,8.2356,0.600978,8.97485,0.311612,9.86313,0.75705,11.414,1.02585,10.0275,0.530356,12.6796,1.06783,9.13458,0.354404,12.9734,0.934313,7.3863,0.662551,9.68556,
1.21468,8.40131,0.608204,9.13202,0.315452,10.0729,0.766075,11.6184,1.0388,10.2125,0.536974,12.9185,1.08193,9.31587,0.35889,13.2168,0.946161,7.54355,0.671084,9.87387,
1.23051,8.56963,0.615601,9.30656,0.319297,10.2835,0.774619,11.8049,1.05159,10.4026,0.54354,13.1392,1.09593,9.4944,0.363386,13.4616,0.957889,7.69801,0.679118,10.0633,
1.24444,8.72967,0.622886,9.48163,0.323155,10.4987,0.783436,11.9959,1.06416,10.6006,0.550103,13.3506,1.10819,9.66634,0.367917,13.7127,0.969514,7.84519,0.687361,10.2357,
1.25784,8.87523,0.630222,9.65044,0.326969,10.7143,0.791963,12.1907,1.07698,10.7928,0.556633,13.573,1.12006,9.82518,0.372475,13.953,0.981004,7.99403,0.695781,10.4223,
1.27167,9.03339,0.637401,9.80999,0.330887,10.9249,0.800619,12.3964,1.08986,10.9933,0.563371,13.8139,1.13245,9.99333,0.377,14.202,0.992357,8.13862,0.704201,10.6175,
1.2856,9.18776,0.644909,9.98393,0.334707,11.1329,0.809319,12.5913,1.10244,11.1981,0.569843,14.046,1.14485,10.1618,0.381508,14.4435,1.00432,8.29878,0.712364,10.8059,
1.29934,9.35123,0.652374,10.1652,0.338568,11.3441,0.817972,12.8003,1.11543,11.4047,0.576434,14.2658,1.15703,10.3373,0.386007,14.6913,1.01591,8.45036,0.720539,10.9918,
1.31346,9.51494,0.659793,10.3413,0.342397,11.5574,0.82684,13.0093,1.12832,11.6118,0.583196,14.4979,1.16952,10.5122,0.390509,14.9333,1.02827,8.61474,0.728829,11.1713,
1.32749,9.67912,0.667138,10.5104,0.346392,11.7677,0.835582,13.2175,1.1414,11.8272,0.590092,14.7467,1.18194,10.6892,0.395024,15.1848,1.04007,8.77467,0.737484,11.3595,
1.34165,9.84776,0.674715,10.6767,0.35029,11.9745,0.844476,13.4318,1.1544,12.0379,0.596827,14.9681,1.19457,10.87,0.399525,15.4188,1.05207,8.92912,0.746221,11.5631,
1.35612,10.0189,0.682457,10.85,0.354289,12.1794,0.853572,13.6484,1.16765,12.2568,0.603817,15.2209,1.2074,11.0532,0.404134,15.654,1.06407,9.08478,0.754798,11.7532,
1.37057,10.1909,0.690351,11.0346,0.358264,12.3775,0.862614,13.8672,1.18116,12.4784,0.610679,15.4635,1.22021,11.2381,0.408829,15.8957,1.07638,9.2471,0.763379,11.945,
1.38519,10.3659,0.697941,11.2018,0.362349,12.5841,0.871756,14.0869,1.19478,12.7036,0.617706,15.7002,1.2332,11.4263,0.413595,16.1347,1.08869,9.40634,0.772018,12.127,
1.39984,10.543,0.705958,11.3813,0.366376,12.7841,0.880956,14.3073,1.20859,12.9334,0.624655,15.9304,1.24622,11.6139,0.418382,16.3773,1.10113,9.56545,0.781049,12.3174,
1.4146,10.7194,0.713887,11.5584,0.370517,12.9826,0.890169,14.5286,1.22237,13.1608,0.632,16.1837,1.25934,11.803,0.423275,16.6191,1.11384,9.72575,0.790306,12.5139,
1.42974,10.9005,0.721781,11.7306,0.374761,13.1755,0.899614,14.7536,1.23662,13.3919,0.639273,16.4339,1.27277,11.9966,0.428186,16.8592,1.12664,9.88924,0.799505,12.7228,
1.4451,11.0855,0.729907,11.9034,0.378953,13.369,0.909275,14.9824,1.25105,13.6308,0.646586,16.6816,1.28644,12.1933,0.433205,17.0986,1.13977,10.0555,0.808567,12.9209,
1.46051,11.2728,0.738113,12.0751,0.383192,13.5612,0.918892,15.2143,1.2656,13.8683,0.653973,16.9374,1.30009,12.3925,0.438305,17.3394,1.15304,10.2222,0.817865,13.1147,
1.47553,11.4606,0.746418,12.2404,0.387526,13.7486,0.928304,15.4467,1.28042,14.1105,0.661484,17.1844,1.31351,12.5928,0.443462,17.5843,1.16632,10.3912,0.827279,13.3137,
1.49107,11.6437,0.755156,12.426,0.391888,13.9368,0.938087,15.6694,1.29535,14.3514,0.669031,17.441,1.32735,12.7863,0.448722,17.835,1.1798,10.5596,0.836883,13.514,
1.50729,11.8345,0.763715,12.6126,0.396391,14.1195,0.94826,15.9075,1.31043,14.5927,0.676729,17.6977,1.34176,12.9899,0.453897,18.0649,1.19347,10.7312,0.846729,13.7173,
1.5236,12.0325,0.772395,12.7921,0.400959,14.3096,0.958419,16.1496,1.32562,14.8355,0.684627,17.9572,1.35619,13.1999,0.459239,18.3003,1.20735,10.9025,0.856649,13.9269,
1.53967,12.2277,0.781052,12.9731,0.405584,14.4976,0.968388,16.3875,1.341,15.0758,0.692604,18.2247,1.37045,13.406,0.464705,18.5502,1.2215,11.0785,0.866705,14.1366,
1.55588,12.4187,0.789737,13.1551,0.410239,14.6813,0.978602,16.6157,1.35649,15.3162,0.700604,18.4951,1.3849,13.6075,0.470205,18.8175,1.23592,11.259,0.876797,14.3509,
1.57248,12.6135,0.798706,13.3354,0.414872,14.865,0.988949,16.8559,1.37226,15.5524,0.708656,18.7617,1.39965,13.8143,0.475598,19.0549,1.25046,11.4439,0.886917,14.5644,
1.58924,12.8117,0.807781,13.5256,0.419566,15.047,0.999361,17.0941,1.38836,15.795,0.716682,19.0297,1.41449,14.0239,0.481159,19.3023,1.26504,11.6278,0.897074,14.7788,
1.6058,13.0059,0.816824,13.7168,0.424341,15.2264,1.00978,17.3251,1.40463,16.0353,0.724994,19.2944,1.42919,14.2286,0.486764,19.5728,1.27957,11.8134,0.907499,14.9916,
1.62294,13.1996,0.825978,13.9024,0.42922,15.41,1.02046,17.5602,1.42074,16.2722,0.733417,19.567,1.4444,14.4332,0.492388,19.8301,1.29445,11.9972,0.917986,15.2158,
1.64009,13.3984,0.835309,14.0983,0.434094,15.5941,1.03103,17.7957,1.43716,16.5,0.741723,19.8364,1.45964,14.6426,0.498043,20.0901,1.30954,12.1865,0.928461,15.4362,
1.65739,13.5902,0.84456,14.2962,0.439053,15.7734,1.04189,18.0226,1.45383,16.7327,0.750221,20.0978,1.47494,14.8454,0.503611,20.3495,1.32466,12.377,0.939204,15.6565,
1.67489,13.7846,0.853995,14.4903,0.444102,15.9574,1.05263,18.256,1.47032,16.9616,0.758645,20.3668,1.49036,15.0493,0.509342,20.6035,1.34005,12.5673,0.950078,15.8835,
1.69491,13.9829,0.86355,14.6919,0.44976,16.1569,1.06517,18.489,1.48738,17.183,0.767213,20.6228,1.50812,15.2578,0.51505,20.8715,1.35541,12.759,0.960897,16.1069,
1.71519,14.2076,0.873077,14.8919,0.455505,16.3667,1.07794,18.7606,1.50431,17.4103,0.775898,20.8849,1.5261,15.4961,0.520824,21.1304,1.37091,12.9494,0.971927,16.3306,
1.73573,14.4225,0.882718,15.0953,0.461303,16.5884,1.09073,19.0164,1.52155,17.6295,0.785833,21.151,1.54435,15.7228,0.526655,21.3988,1.38636,13.1404,0.984344,16.5655,
1.75611,14.631,0.893805,15.3072,0.466988,16.7888,1.10355,19.2613,1.54118,17.8569,0.795776,21.4583,1.56235,15.9445,0.53331,21.6753,1.40425,13.334,0.996857,16.8254,
1.77692,14.8351,0.905004,15.5532,0.472734,16.9936,1.11649,19.5061,1.56061,18.1127,0.805476,21.7399,1.58084,16.1598,0.539945,21.9971,1.42205,13.5613,1.00938,17.0754,
1.79749,15.0395,0.91595,15.7884,0.478443,17.216,1.12928,19.7448,1.58009,18.354,0.814846,22.0164,1.59911,16.3762,0.546409,22.3028,1.43916,13.7758,1.02131,17.3261,
1.81846,15.2354,0.926699,16.0184,0.483891,17.4365,1.1424,19.9772,1.59865,18.607,0.824264,22.2924,1.6178,16.5837,0.55266,22.6079,1.45592,13.984,1.03317,17.5684,
1.84217,15.4392,0.937127,16.2556,0.489363,17.6615,1.15698,20.2221,1.61695,18.8599,0.833517,22.5584,1.63872,16.8002,0.558962,22.8964,1.47268,14.1903,1.04493,17.8072,
1.86531,15.6627,0.947543,16.4786,0.494895,17.8962,1.17153,20.4884,1.6355,19.1163,0.842818,22.8188,1.65935,17.0367,0.565346,23.1966,1.48934,14.3928,1.05675,18.0431,
1.88804,15.8761,0.957995,16.7071,0.500283,18.1203,1.18573,20.7558,1.65375,19.3814,0.852171,23.0795,1.6797,17.2653,0.571806,23.5259,1.50603,14.5958,1.06849,18.282,
1.91016,16.0877,0.968374,16.9335,0.505808,18.3516,1.19949,21.0198,1.67218,19.6507,0.861482,23.3392,1.69933,17.4924,0.578075,23.833,1.52236,14.7951,1.08012,18.5132,
1.93216,16.2826,0.978762,17.1478,0.511247,18.5929,1.21335,21.2838,1.69021,19.9229,0.870675,23.5883,1.71888,17.7046,0.58431,24.13,1.53893,14.9899,1.09187,18.7311,
