filename,test_id,theta1,theta2,pt,case
force_disp_Test_001.csv,Test_001,65.0,19.0,7534.715071405816,Case4
force_disp_Test_002.csv,Test_002,40.0,-51.0,9914.920416991428,Case4
force_disp_Test_003.csv,Test_003,-44.0,65.0,9432.477883311005,Case4
force_disp_Test_004.csv,Test_004,49.0,48.0,10345.814402965785,Case4
force_disp_Test_005.csv,Test_005,-52.0,20.0,7813.979543973258,Case4
force_disp_Test_006.csv,Test_006,-15.0,-74.0,6880.468260381428,Case4
force_disp_Test_007.csv,Test_007,51.0,-83.0,8428.041592901605,Case4
force_disp_Test_008.csv,Test_008,86.0,9.0,6282.417083502739,Case4
force_disp_Test_009.csv,Test_009,-63.0,21.0,7789.657812953683,Case4
force_disp_Test_010.csv,Test_010,-74.0,83.0,4291.269133329335,Case4
force_disp_Test_011.csv,Test_011,-39.0,-9.0,6617.1769490242,Case4
force_disp_Test_012.csv,Test_012,-56.0,9.0,7211.061770148175,Case4
force_disp_Test_013.csv,Test_013,61.0,33.0,8742.194851189088,Case4
force_disp_Test_014.csv,Test_014,19.0,79.0,6960.1225870275575,Case4
force_disp_Test_015.csv,Test_015,35.0,60.0,8937.893070147522,Case4
force_disp_Test_016.csv,Test_016,75.0,-61.0,6871.359299724581,Case4
force_disp_Test_017.csv,Test_017,-30.0,66.0,8414.677848720406,Case4
force_disp_Test_018.csv,Test_018,-53.0,31.0,8868.372983953357,Case4
force_disp_Test_019.csv,Test_019,-79.0,29.0,7800.330377543276,Case4
force_disp_Test_020.csv,Test_020,-2.0,48.0,6916.845392701806,Case4
force_disp_Test_021.csv,Test_021,-49.0,-67.0,9503.869878837782,Case4
force_disp_Test_022.csv,Test_022,43.0,-33.0,9081.458872312436,Case4
force_disp_Test_023.csv,Test_023,62.0,-67.0,7298.688867118204,Case4
force_disp_Test_024.csv,Test_024,30.0,75.0,7933.859772224845,Case4
force_disp_Test_025.csv,Test_025,80.0,-80.0,4242.450811588644,Case4
force_disp_Test_026.csv,Test_026,-81.0,73.0,4542.812673731576,Case4
force_disp_Test_027.csv,Test_027,54.0,-38.0,9565.27168420092,Case4
force_disp_Test_028.csv,Test_028,36.0,-31.0,8694.219410304984,Case4
force_disp_Test_029.csv,Test_029,52.0,-41.0,9981.447883419944,Case4
force_disp_Test_030.csv,Test_030,15.0,-12.0,5254.507497881742,Case4
force_disp_Test_031.csv,Test_031,-55.0,-62.0,8703.90252296249,Case4
force_disp_Test_032.csv,Test_032,-19.0,-7.0,5185.704814453898,Case4
force_disp_Test_033.csv,Test_033,-61.0,86.0,5970.411415920815,Case4
force_disp_Test_034.csv,Test_034,-43.0,-15.0,7190.763504882399,Case4
