filename,test_id,theta1,theta2,pt,case
force_disp_Test_001.csv,Test_001,65.0,19.0,5243.146533150198,Case4
force_disp_Test_002.csv,Test_002,40.0,-51.0,7021.620575402726,Case4
force_disp_Test_003.csv,Test_003,-44.0,65.0,6339.951506160524,Case4
force_disp_Test_004.csv,Test_004,49.0,48.0,7585.780562375417,Case4
force_disp_Test_005.csv,Test_005,-52.0,20.0,5859.593453963796,Case4
force_disp_Test_006.csv,Test_006,-15.0,-74.0,4661.925220386595,Case4
force_disp_Test_007.csv,Test_007,51.0,-83.0,5358.196387701002,Case4
force_disp_Test_008.csv,Test_008,86.0,9.0,3977.652908810087,Case4
force_disp_Test_009.csv,Test_009,-63.0,21.0,5480.785455307892,Case4
force_disp_Test_010.csv,Test_010,-74.0,83.0,3176.082725807057,Case4
force_disp_Test_011.csv,Test_011,-39.0,-9.0,5546.763244744537,Case4
force_disp_Test_012.csv,Test_012,-56.0,9.0,5273.534272909072,Case4
force_disp_Test_013.csv,Test_013,61.0,33.0,6008.2013620093485,Case4
force_disp_Test_014.csv,Test_014,19.0,79.0,4634.824733294473,Case4
force_disp_Test_015.csv,Test_015,35.0,60.0,6239.34877250512,Case4
force_disp_Test_016.csv,Test_016,75.0,-61.0,5653.168995551615,Case4
force_disp_Test_017.csv,Test_017,-30.0,66.0,5780.0412960457825,Case4
force_disp_Test_018.csv,Test_018,-53.0,31.0,6396.058340830846,Case4
force_disp_Test_019.csv,Test_019,-79.0,29.0,5030.325538034453,Case4
force_disp_Test_020.csv,Test_020,-2.0,48.0,5331.7997951298075,Case4
force_disp_Test_021.csv,Test_021,-49.0,-67.0,6275.321839830937,Case4
force_disp_Test_022.csv,Test_022,43.0,-33.0,6874.125899147057,Case4
force_disp_Test_023.csv,Test_023,62.0,-67.0,5717.628678366705,Case4
force_disp_Test_024.csv,Test_024,30.0,75.0,5187.809762973678,Case4
force_disp_Test_025.csv,Test_025,80.0,-80.0,2887.943609067684,Case4
force_disp_Test_026.csv,Test_026,-81.0,73.0,3332.197124562026,Case4
force_disp_Test_027.csv,Test_027,54.0,-38.0,6729.300388056959,Case4
force_disp_Test_028.csv,Test_028,36.0,-31.0,6907.5481421899485,Case4
force_disp_Test_029.csv,Test_029,52.0,-41.0,7031.156484932987,Case4
force_disp_Test_030.csv,Test_030,15.0,-12.0,5441.57721996812,Case4
force_disp_Test_031.csv,Test_031,-55.0,-62.0,6831.671181465092,Case4
force_disp_Test_032.csv,Test_032,-19.0,-7.0,5359.584771501703,Case4
force_disp_Test_033.csv,Test_033,-61.0,86.0,4830.024157415195,Case4
force_disp_Test_034.csv,Test_034,-43.0,-15.0,5827.978496269107,Case4
force_disp_Test_035.csv,Test_035,70.0,81.0,3610.3371868537433,Case4
force_disp_Test_036.csv,Test_036,8.0,25.0,5475.147959568679,Case4
force_disp_Test_037.csv,Test_037,-85.0,67.0,3789.0757723193256,Case4
force_disp_Test_038.csv,Test_038,-56.0,52.0,7396.749389773339,Case4
force_disp_Test_039.csv,Test_039,64.0,42.0,6239.621226951554,Case4
force_disp_Test_040.csv,Test_040,-27.0,-54.0,6052.790867714633,Case4
force_disp_Test_041.csv,Test_041,-2.0,-68.0,4555.340433428779,Case4
force_disp_Test_042.csv,Test_042,84.0,51.0,5309.258463234165,Case4
force_disp_Test_043.csv,Test_043,79.0,-71.0,3642.8322741126576,Case4
force_disp_Test_044.csv,Test_044,59.0,-56.0,7238.789213154945,Case4
force_disp_Test_045.csv,Test_045,-18.0,-35.0,5928.894179967925,Case4
force_disp_Test_046.csv,Test_046,-76.0,-77.0,3325.702933850627,Case4
force_disp_Test_047.csv,Test_047,42.0,27.0,6447.413847677848,Case4
force_disp_Test_048.csv,Test_048,1.0,71.0,4561.667684391576,Case4
force_disp_Test_049.csv,Test_049,-37.0,22.0,6218.377756499581,Case4
force_disp_Test_050.csv,Test_050,-16.0,44.0,5944.171053835692,Case4
force_disp_Test_051.csv,Test_051,28.0,57.0,6019.939102686109,Case4
force_disp_Test_052.csv,Test_052,-79.0,34.0,5211.287395855482,Case4
force_disp_Test_053.csv,Test_053,3.0,87.0,3942.826924573259,Case4
force_disp_Test_054.csv,Test_054,-17.0,-44.0,5907.430626773915,Case4
force_disp_Test_055.csv,Test_055,44.0,-49.0,7442.50186389317,Case4
force_disp_Test_056.csv,Test_056,67.0,-19.0,5129.169267328459,Case4
force_disp_Test_057.csv,Test_057,2.0,74.0,4353.320318499713,Case4
force_disp_Test_058.csv,Test_058,82.0,19.0,4483.206267148011,Case4
force_disp_Test_059.csv,Test_059,14.0,3.0,4910.672094088812,Case4
force_disp_Test_060.csv,Test_060,44.0,-84.0,5287.38848041502,Case4
force_disp_Test_061.csv,Test_061,0.0,-52.0,5258.231674033918,Case4
force_disp_Test_062.csv,Test_062,33.0,26.0,6531.7067096171195,Case4
force_disp_Test_063.csv,Test_063,-75.0,38.0,5539.777538259725,Case4
force_disp_Test_064.csv,Test_064,-20.0,55.0,5777.092574565379,Case4
force_disp_Test_065.csv,Test_065,72.0,31.0,5385.415431575042,Case4
force_disp_Test_066.csv,Test_066,75.0,72.0,3780.185669310454,Case4
force_disp_Test_067.csv,Test_067,-83.0,68.0,3750.214207800359,Case4
force_disp_Test_068.csv,Test_068,-26.0,-1.0,5339.616235800141,Case4
force_disp_Test_069.csv,Test_069,-36.0,57.0,6495.6425497558785,Case4
force_disp_Test_070.csv,Test_070,-89.0,-51.0,5229.645843196665,Case4
force_disp_Test_071.csv,Test_071,-45.0,-29.0,6505.364641964248,Case4
force_disp_Test_072.csv,Test_072,-29.0,13.0,5645.817635348862,Case4
force_disp_Test_073.csv,Test_073,-22.0,46.0,6117.933401400916,Case4
force_disp_Test_074.csv,Test_074,-1.0,-8.0,4852.647906996622,Case4
force_disp_Test_075.csv,Test_075,-22.0,82.0,4601.165845380445,Case4
force_disp_Test_076.csv,Test_076,50.0,5.0,5390.371569169298,Case4
force_disp_Test_077.csv,Test_077,-64.0,20.0,5379.981001325868,Case4
force_disp_Test_078.csv,Test_078,29.0,-79.0,5029.137264612036,Case4
force_disp_Test_079.csv,Test_079,-67.0,39.0,6039.966685547486,Case4
force_disp_Test_080.csv,Test_080,-53.0,-64.0,6614.375037607424,Case4
force_disp_Test_081.csv,Test_081,-38.0,-72.0,5654.696885076137,Case4
force_disp_Test_082.csv,Test_082,85.0,48.0,5285.141937458496,Case4
force_disp_Test_083.csv,Test_083,-12.0,85.0,4198.382432559146,Case4
force_disp_Test_084.csv,Test_084,77.0,-48.0,5628.180711447854,Case4
force_disp_Test_085.csv,Test_085,45.0,75.0,5669.4289757575825,Case4
force_disp_Test_086.csv,Test_086,-41.0,-54.0,6841.532431490997,Case4
force_disp_Test_087.csv,Test_087,-38.0,89.0,5040.7985395543565,Case4
force_disp_Test_088.csv,Test_088,23.0,33.0,6275.406838615661,Case4
force_disp_Test_089.csv,Test_089,18.0,-35.0,5925.446041446913,Case4
force_disp_Test_090.csv,Test_090,-65.0,24.0,5517.707394730965,Case4
force_disp_Test_091.csv,Test_091,11.0,36.0,5551.947821633755,Case4
force_disp_Test_092.csv,Test_092,-38.0,-40.0,7338.688659752844,Case4
force_disp_Test_093.csv,Test_093,-70.0,-78.0,3767.8638945992357,Case4
force_disp_Test_094.csv,Test_094,73.0,-55.0,5911.174039522077,Case4
force_disp_Test_095.csv,Test_095,68.0,-30.0,5567.214456656735,Case4
force_disp_Test_096.csv,Test_096,84.0,-52.0,5332.283882503391,Case4
force_disp_Test_097.csv,Test_097,-46.0,-23.0,6078.684849307933,Case4
force_disp_Test_098.csv,Test_098,-1.0,36.0,5556.815577206858,Case4
force_disp_Test_099.csv,Test_099,90.0,40.0,5090.936272818905,Case4
force_disp_Test_100.csv,Test_100,69.0,62.0,5541.392523080407,Case4
force_disp_Test_101.csv,Test_101,48.0,15.0,5712.411234695455,Case4
force_disp_Test_102.csv,Test_102,76.0,-24.0,4971.603958387639,Case4
force_disp_Test_103.csv,Test_103,66.0,14.0,5048.477384049053,Case4
force_disp_Test_104.csv,Test_104,83.0,3.0,3944.2451119482002,Case4
force_disp_Test_105.csv,Test_105,89.0,-77.0,2784.9680615988336,Case4
force_disp_Test_106.csv,Test_106,-12.0,43.0,5751.923471731576,Case4
force_disp_Test_107.csv,Test_107,69.0,8.0,4563.510717066899,Case4
force_disp_Test_108.csv,Test_108,46.0,-72.0,5896.010147592838,Case4
force_disp_Test_109.csv,Test_109,-69.0,17.0,4929.5489664530605,Case4
force_disp_Test_110.csv,Test_110,-51.0,1.0,5278.809007153863,Case4
force_disp_Test_111.csv,Test_111,7.0,87.0,3849.0300386143745,Case4
force_disp_Test_112.csv,Test_112,21.0,-8.0,5386.785174280919,Case4
force_disp_Test_113.csv,Test_113,35.0,-2.0,5384.739640654454,Case4
force_disp_Test_114.csv,Test_114,-35.0,-78.0,5222.914055470661,Case4
force_disp_Test_115.csv,Test_115,22.0,74.0,4965.063057742168,Case4
force_disp_Test_116.csv,Test_116,12.0,-85.0,4201.873786700601,Case4
force_disp_Test_117.csv,Test_117,-87.0,33.0,4884.778796260707,Case4
force_disp_Test_118.csv,Test_118,54.0,-88.0,5229.660739150098,Case4
force_disp_Test_119.csv,Test_119,31.0,-10.0,5539.759207789687,Case4
force_disp_Test_120.csv,Test_120,-58.0,-26.0,5878.255602479533,Case4
force_disp_Test_121.csv,Test_121,-50.0,14.0,5675.068779697288,Case4
force_disp_Test_122.csv,Test_122,20.0,-73.0,4920.210070410504,Case4
force_disp_Test_123.csv,Test_123,76.0,4.0,4324.6132507525035,Case4
force_disp_Test_124.csv,Test_124,42.0,-66.0,6209.79206527621,Case4
force_disp_Test_125.csv,Test_125,-3.0,72.0,4341.607088190484,Case4
force_disp_Test_126.csv,Test_126,-8.0,18.0,5406.434928622647,Case4
force_disp_Test_127.csv,Test_127,-66.0,77.0,4342.321180761343,Case4
force_disp_Test_128.csv,Test_128,59.0,-70.0,6169.744815598298,Case4
force_disp_Test_129.csv,Test_129,24.0,11.0,5614.648460624056,Case4
force_disp_Test_130.csv,Test_130,-59.0,12.0,5383.20262964873,Case4
force_disp_Test_131.csv,Test_131,41.0,53.0,6908.643982115371,Case4
force_disp_Test_132.csv,Test_132,38.0,35.0,7129.9730925313115,Case4
force_disp_Test_133.csv,Test_133,-21.0,37.0,6221.646179193704,Case4
force_disp_Test_134.csv,Test_134,-56.0,37.0,6591.27454541036,Case4
force_disp_Test_135.csv,Test_135,39.0,-76.0,5522.12689960489,Case4
force_disp_Test_136.csv,Test_136,8.0,-68.0,4757.9858468053535,Case4
force_disp_Test_137.csv,Test_137,68.0,53.0,6257.26568709228,Case4
force_disp_Test_138.csv,Test_138,-28.0,-75.0,5135.016463880489,Case4
force_disp_Test_139.csv,Test_139,-52.0,-36.0,6649.2554796134755,Case4
force_disp_Test_140.csv,Test_140,1.0,-3.0,9812.454612273514,Case4
force_disp_Test_141.csv,Test_141,79.0,49.0,5501.692907303858,Case4
force_disp_Test_142.csv,Test_142,56.0,10.0,5378.158773666985,Case4
force_disp_Test_143.csv,Test_143,39.0,-35.0,7200.629831170267,Case4
force_disp_Test_144.csv,Test_144,-86.0,-39.0,5092.2717418326865,Case4
force_disp_Test_145.csv,Test_145,29.0,32.0,6818.416907123097,Case4
force_disp_Test_146.csv,Test_146,-41.0,-28.0,6497.607281512817,Case4
force_disp_Test_147.csv,Test_147,47.0,23.0,6094.534426967528,Case4
force_disp_Test_148.csv,Test_148,46.0,-62.0,6610.444312614568,Case4
force_disp_Test_149.csv,Test_149,24.0,-59.0,5824.555485630541,Case4
force_disp_Test_150.csv,Test_150,15.0,-47.0,5730.032278198862,Case4
force_disp_Test_151.csv,Test_151,-66.0,-82.0,4023.532078867632,Case4
force_disp_Test_152.csv,Test_152,-23.0,-66.0,5343.757771973382,Case4
force_disp_Test_153.csv,Test_153,50.0,-62.0,6765.554546962981,Case4
force_disp_Test_154.csv,Test_154,-65.0,-65.0,5406.456849993554,Case4
force_disp_Test_155.csv,Test_155,11.0,-32.0,5747.826899139963,Case4
force_disp_Test_156.csv,Test_156,70.0,-86.0,3437.7405388736584,Case4
force_disp_Test_157.csv,Test_157,78.0,-26.0,4944.276227952215,Case4
force_disp_Test_158.csv,Test_158,17.0,-43.0,5941.112348025299,Case4
force_disp_Test_159.csv,Test_159,-9.0,-4.0,4612.8769843549635,Case4
force_disp_Test_160.csv,Test_160,47.0,-13.0,5675.996402923296,Case4
force_disp_Test_161.csv,Test_161,-43.0,-45.0,7497.737139846917,Case4
force_disp_Test_162.csv,Test_162,-71.0,-11.0,4599.294178303902,Case4
force_disp_Test_163.csv,Test_163,-84.0,28.0,4797.410433362092,Case4
force_disp_Test_164.csv,Test_164,-16.0,-5.0,5056.352614122,Case4
force_disp_Test_165.csv,Test_165,-5.0,10.0,5090.954793240228,Case4
force_disp_Test_166.csv,Test_166,-61.0,-3.0,4948.3297103265295,Case4
force_disp_Test_167.csv,Test_167,-4.0,-6.0,4869.091735251847,Case4
force_disp_Test_168.csv,Test_168,-5.0,-1.0,4920.81710064781,Case4
force_disp_Test_169.csv,Test_169,58.0,-70.0,6147.733388037361,Case4
force_disp_Test_170.csv,Test_170,-35.0,-50.0,6667.091255857744,Case4
force_disp_Test_171.csv,Test_171,-6.0,-18.0,5183.317029035286,Case4
force_disp_Test_172.csv,Test_172,-68.0,5.0,4680.854805367758,Case4
force_disp_Test_173.csv,Test_173,82.0,-55.0,5396.066274877702,Case4
force_disp_Test_174.csv,Test_174,-76.0,51.0,5716.346537682102,Case4
force_disp_Test_175.csv,Test_175,-73.0,85.0,3184.584675773478,Case4
force_disp_Test_176.csv,Test_176,-36.0,30.0,6826.5865967205,Case4
force_disp_Test_177.csv,Test_177,25.0,-81.0,4740.583584099746,Case4
force_disp_Test_178.csv,Test_178,27.0,63.0,5753.656861396799,Case4
force_disp_Test_179.csv,Test_179,73.0,-44.0,5779.634416145858,Case4
force_disp_Test_180.csv,Test_180,-14.0,88.0,4076.011142698581,Case4
force_disp_Test_181.csv,Test_181,88.0,45.0,5201.543614533061,Case4
force_disp_Test_182.csv,Test_182,-14.0,42.0,5869.110792774039,Case4
force_disp_Test_183.csv,Test_183,37.0,63.0,6160.717090160206,Case4
force_disp_Test_184.csv,Test_184,83.0,43.0,5226.493674878216,Case4
force_disp_Test_185.csv,Test_185,-18.0,49.0,5804.797852690206,Case4
force_disp_Test_186.csv,Test_186,-54.0,1.0,5219.328430638435,Case4
force_disp_Test_187.csv,Test_187,-47.0,-37.0,6935.742758138661,Case4
force_disp_Test_188.csv,Test_188,-40.0,56.0,6776.089686222022,Case4
force_disp_Test_189.csv,Test_189,34.0,0.0,5507.412328101359,Case4
force_disp_Test_190.csv,Test_190,-80.0,40.0,5347.303917829418,Case4
force_disp_Test_191.csv,Test_191,-75.0,6.0,4268.111521146384,Case4
force_disp_Test_192.csv,Test_192,89.0,-86.0,2388.625959708781,Case4
force_disp_Test_193.csv,Test_193,48.0,41.0,7161.006423146732,Case4
force_disp_Test_194.csv,Test_194,-11.0,-16.0,5421.383928249801,Case4
force_disp_Test_195.csv,Test_195,12.0,71.0,4719.397713500662,Case4
force_disp_Test_196.csv,Test_196,-32.0,84.0,4956.708120759162,Case4
force_disp_Test_197.csv,Test_197,-80.0,-38.0,5286.694193507215,Case4
force_disp_Test_198.csv,Test_198,-82.0,-53.0,5387.4441692054315,Case4
force_disp_Test_199.csv,Test_199,-45.0,82.0,5346.55003683039,Case4
force_disp_Test_200.csv,Test_200,88.0,-42.0,5128.971330250995,Case4
force_disp_Test_201.csv,Test_201,-73.0,-27.0,5163.593736433832,Case4
force_disp_Test_202.csv,Test_202,-24.0,-76.0,4828.2039051447055,Case4
force_disp_Test_203.csv,Test_203,33.0,58.0,6244.372750498665,Case4
force_disp_Test_204.csv,Test_204,27.0,-22.0,6226.403684229021,Case4
force_disp_Test_205.csv,Test_205,-58.0,-50.0,7034.755052451984,Case4
force_disp_Test_206.csv,Test_206,4.0,90.0,3933.435720827932,Case4
force_disp_Test_207.csv,Test_207,19.0,-83.0,4493.641383878025,Case4
force_disp_Test_208.csv,Test_208,-87.0,47.0,5243.310154702068,Case4
force_disp_Test_209.csv,Test_209,58.0,-69.0,6242.166811589561,Case4
force_disp_Test_210.csv,Test_210,-10.0,23.0,5577.351555250903,Case4
force_disp_Test_211.csv,Test_211,55.0,-59.0,7212.237586505177,Case4
force_disp_Test_212.csv,Test_212,-63.0,54.0,6775.949680996342,Case4
force_disp_Test_213.csv,Test_213,67.0,-42.0,6103.323487775923,Case4
force_disp_Test_214.csv,Test_214,63.0,-14.0,5204.1017927191015,Case4
force_disp_Test_215.csv,Test_215,9.0,13.0,5128.430687855934,Case4
force_disp_Test_216.csv,Test_216,-10.0,59.0,5190.278468825795,Case4
force_disp_Test_217.csv,Test_217,21.0,56.0,5728.5584674049005,Case4
force_disp_Test_218.csv,Test_218,5.0,-15.0,5131.379349583795,Case4
force_disp_Test_219.csv,Test_219,-7.0,65.0,4811.664253499946,Case4
force_disp_Test_220.csv,Test_220,14.0,-23.0,5663.074141097864,Case4
force_disp_Test_221.csv,Test_221,74.0,-56.0,5848.450496615078,Case4
force_disp_Test_222.csv,Test_222,7.0,-80.0,4039.3082312870124,Case4
force_disp_Test_223.csv,Test_223,-78.0,-48.0,5552.409673831452,Case4
force_disp_Test_224.csv,Test_224,-4.0,-43.0,5449.875206149635,Case4
force_disp_Test_225.csv,Test_225,2.0,-73.0,4350.04428528579,Case4
force_disp_Test_226.csv,Test_226,-42.0,80.0,5402.61428433205,Case4
force_disp_Test_227.csv,Test_227,-42.0,-6.0,5609.594139622134,Case4
force_disp_Test_228.csv,Test_228,60.0,-31.0,6068.103851150263,Case4
force_disp_Test_229.csv,Test_229,42.0,86.0,5174.879164897978,Case4
force_disp_Test_230.csv,Test_230,-44.0,-30.0,6609.274191783107,Case4
force_disp_Test_231.csv,Test_231,-69.0,24.0,5233.993220634925,Case4
force_disp_Test_232.csv,Test_232,-8.0,-27.0,5473.562249097838,Case4
force_disp_Test_233.csv,Test_233,61.0,-20.0,5473.220378226021,Case4
force_disp_Test_234.csv,Test_234,-49.0,-40.0,7073.029794926691,Case4
force_disp_Test_235.csv,Test_235,-62.0,7.0,4993.168496667936,Case4
force_disp_Test_236.csv,Test_236,16.0,-57.0,5576.126242207978,Case4
force_disp_Test_237.csv,Test_237,-32.0,66.0,5803.6489955198285,Case4
force_disp_Test_238.csv,Test_238,64.0,-22.0,5469.22873025311,Case4
force_disp_Test_239.csv,Test_239,30.0,17.0,5881.637334703694,Case4
force_disp_Test_240.csv,Test_240,53.0,26.0,6087.884381825626,Case4
force_disp_Test_241.csv,Test_241,13.0,6.0,4912.369171550609,Case4
