filename,test_id,theta1,theta2,pt,case
force_disp_Test_001.csv,Test_001,65.0,19.0,5245.443709754744,Case2
force_disp_Test_002.csv,Test_002,40.0,-51.0,7023.092989393881,Case2
force_disp_Test_003.csv,Test_003,-44.0,65.0,6340.934290963928,Case2
force_disp_Test_004.csv,Test_004,49.0,48.0,7615.382084736431,Case2
force_disp_Test_005.csv,Test_005,-52.0,20.0,5859.475917983462,Case2
force_disp_Test_006.csv,Test_006,-15.0,-74.0,4656.4360621187025,Case2
force_disp_Test_007.csv,Test_007,51.0,-83.0,5354.975808791502,Case2
force_disp_Test_008.csv,Test_008,86.0,9.0,3971.12592521655,Case2
force_disp_Test_009.csv,Test_009,-63.0,21.0,5484.306752952295,Case2
force_disp_Test_010.csv,Test_010,-74.0,83.0,3176.3548254643347,Case2
force_disp_Test_011.csv,Test_011,-39.0,-9.0,5545.9774662356685,Case2
force_disp_Test_012.csv,Test_012,-56.0,9.0,5266.151607589449,Case2
force_disp_Test_013.csv,Test_013,61.0,33.0,6098.869968378102,Case2
force_disp_Test_014.csv,Test_014,19.0,79.0,4635.134950156164,Case2
force_disp_Test_015.csv,Test_015,35.0,60.0,6232.269763655698,Case2
force_disp_Test_016.csv,Test_016,75.0,-61.0,5563.11147592123,Case2
force_disp_Test_017.csv,Test_017,-30.0,66.0,5665.928848025043,Case2
force_disp_Test_018.csv,Test_018,-53.0,31.0,6390.174985571255,Case2
force_disp_Test_019.csv,Test_019,-79.0,29.0,5026.196368639911,Case2
force_disp_Test_020.csv,Test_020,-2.0,48.0,5325.270352479137,Case2
force_disp_Test_021.csv,Test_021,-49.0,-67.0,6271.898565424734,Case2
force_disp_Test_022.csv,Test_022,43.0,-33.0,6873.013713356222,Case2
force_disp_Test_023.csv,Test_023,62.0,-67.0,5716.871280069032,Case2
force_disp_Test_024.csv,Test_024,30.0,75.0,5192.143867522031,Case2
force_disp_Test_025.csv,Test_025,80.0,-80.0,2887.8993841308998,Case2
force_disp_Test_026.csv,Test_026,-81.0,73.0,3332.8052915034446,Case2
force_disp_Test_027.csv,Test_027,54.0,-38.0,6727.184640188092,Case2
force_disp_Test_028.csv,Test_028,36.0,-31.0,6907.788015230194,Case2
force_disp_Test_029.csv,Test_029,52.0,-41.0,7028.705863315265,Case2
force_disp_Test_030.csv,Test_030,15.0,-12.0,5438.2177322714615,Case2
force_disp_Test_031.csv,Test_031,-55.0,-62.0,6831.5116320028155,Case2
force_disp_Test_032.csv,Test_032,-19.0,-7.0,5353.345541568076,Case2
force_disp_Test_033.csv,Test_033,-61.0,86.0,4856.438902414364,Case2
force_disp_Test_034.csv,Test_034,-43.0,-15.0,5831.153417960552,Case2
force_disp_Test_035.csv,Test_035,70.0,81.0,3611.4947923782247,Case2
force_disp_Test_036.csv,Test_036,8.0,25.0,5470.248036442415,Case2
force_disp_Test_037.csv,Test_037,-85.0,67.0,3789.6988880614354,Case2
force_disp_Test_038.csv,Test_038,-56.0,52.0,7396.421028391188,Case2
force_disp_Test_039.csv,Test_039,64.0,42.0,6235.392231474027,Case2
force_disp_Test_040.csv,Test_040,-27.0,-54.0,6152.389268452867,Case2
force_disp_Test_041.csv,Test_041,-2.0,-68.0,4551.274031987597,Case2
force_disp_Test_042.csv,Test_042,84.0,51.0,5304.112331994,Case2
force_disp_Test_043.csv,Test_043,79.0,-71.0,3642.838541111375,Case2
force_disp_Test_044.csv,Test_044,59.0,-56.0,7214.189626636932,Case2
force_disp_Test_045.csv,Test_045,-18.0,-35.0,5925.911787551522,Case2
force_disp_Test_046.csv,Test_046,-76.0,-77.0,3325.4045484087624,Case2
force_disp_Test_047.csv,Test_047,42.0,27.0,6449.470381146225,Case2
force_disp_Test_048.csv,Test_048,1.0,71.0,4558.529609242353,Case2
force_disp_Test_049.csv,Test_049,-37.0,22.0,6208.863158682437,Case2
force_disp_Test_050.csv,Test_050,-16.0,44.0,5782.42296970098,Case2
force_disp_Test_051.csv,Test_051,28.0,57.0,6018.571641259708,Case2
force_disp_Test_052.csv,Test_052,-79.0,34.0,5218.475982441628,Case2
force_disp_Test_053.csv,Test_053,3.0,87.0,3942.823764947161,Case2
force_disp_Test_054.csv,Test_054,-17.0,-44.0,5905.0899975511975,Case2
force_disp_Test_055.csv,Test_055,44.0,-49.0,7440.495367717857,Case2
force_disp_Test_056.csv,Test_056,67.0,-19.0,5133.812984365671,Case2
force_disp_Test_057.csv,Test_057,2.0,74.0,4350.277696932785,Case2
force_disp_Test_058.csv,Test_058,82.0,19.0,4487.650842235879,Case2
force_disp_Test_059.csv,Test_059,14.0,3.0,4906.824952087089,Case2
force_disp_Test_060.csv,Test_060,44.0,-84.0,5283.659746593987,Case2
force_disp_Test_061.csv,Test_061,0.0,-52.0,5259.973044863009,Case2
force_disp_Test_062.csv,Test_062,33.0,26.0,6532.661567326767,Case2
