geometry,panel_a_in,panel_b_in,source_dataset,case,test_id,theta1,theta2,pt,predicted_type,confidence,type1_probability,type2_probability,type3_probability,review_priority,csv_path,plot_path
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_246,60.0,61.0,6460.911454329404,1,0.7116666666666667,0.7116666666666667,0.275,0.013333333333333334,medium,data/New_data/8x8_Case2/csv/force_disp_Test_246.csv,data/New_data/8x8_Case2/Ori/plot_Test_246_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_247,-83.0,78.0,2875.398207287695,1,0.4816666666666667,0.4816666666666667,0.45666666666666667,0.06166666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_247.csv,data/New_data/8x8_Case2/Ori/plot_Test_247_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_248,6.0,27.0,5352.677503977403,3,0.835,0.005,0.16,0.835,medium,data/New_data/8x8_Case2/csv/force_disp_Test_248.csv,data/New_data/8x8_Case2/Ori/plot_Test_248_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_249,6.0,16.0,5022.917602728103,3,0.88,0.0016666666666666668,0.11833333333333333,0.88,low,data/New_data/8x8_Case2/csv/force_disp_Test_249.csv,data/New_data/8x8_Case2/Ori/plot_Test_249_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_250,-47.0,64.0,6511.987736465442,2,0.5616666666666666,0.36333333333333334,0.5616666666666666,0.075,high,data/New_data/8x8_Case2/csv/force_disp_Test_250.csv,data/New_data/8x8_Case2/Ori/plot_Test_250_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_251,-69.0,0.0,4560.283812387573,3,0.46166666666666667,0.095,0.44333333333333336,0.46166666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_251.csv,data/New_data/8x8_Case2/Ori/plot_Test_251_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_252,-82.0,-45.0,5347.235964959628,2,0.5616666666666666,0.3416666666666667,0.5616666666666666,0.09666666666666666,high,data/New_data/8x8_Case2/csv/force_disp_Test_252.csv,data/New_data/8x8_Case2/Ori/plot_Test_252_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_253,56.0,-34.0,6435.899569381483,2,0.6216666666666667,0.19666666666666666,0.6216666666666667,0.18166666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_253.csv,data/New_data/8x8_Case2/Ori/plot_Test_253_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_254,-75.0,-17.0,4648.425634762444,2,0.6666666666666666,0.075,0.6666666666666666,0.25833333333333336,high,data/New_data/8x8_Case2/csv/force_disp_Test_254.csv,data/New_data/8x8_Case2/Ori/plot_Test_254_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_255,32.0,-60.0,6098.8301124615955,2,0.6683333333333333,0.15666666666666668,0.6683333333333333,0.175,high,data/New_data/8x8_Case2/csv/force_disp_Test_255.csv,data/New_data/8x8_Case2/Ori/plot_Test_255_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_256,-25.0,-11.0,5480.099212185348,3,0.8583333333333333,0.006666666666666667,0.135,0.8583333333333333,low,data/New_data/8x8_Case2/csv/force_disp_Test_256.csv,data/New_data/8x8_Case2/Ori/plot_Test_256_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_257,65.0,80.0,4269.205915701089,2,0.48,0.455,0.48,0.065,high,data/New_data/8x8_Case2/csv/force_disp_Test_257.csv,data/New_data/8x8_Case2/Ori/plot_Test_257_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_258,54.0,-18.0,5688.509143935604,2,0.565,0.065,0.565,0.37,high,data/New_data/8x8_Case2/csv/force_disp_Test_258.csv,data/New_data/8x8_Case2/Ori/plot_Test_258_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_259,-6.0,38.0,5641.6804343735685,3,0.76,0.03,0.21,0.76,medium,data/New_data/8x8_Case2/csv/force_disp_Test_259.csv,data/New_data/8x8_Case2/Ori/plot_Test_259_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_260,-50.0,68.0,6250.116898670553,2,0.535,0.39166666666666666,0.535,0.07333333333333333,high,data/New_data/8x8_Case2/csv/force_disp_Test_260.csv,data/New_data/8x8_Case2/Ori/plot_Test_260_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_261,-14.0,-28.0,5648.7774726385815,3,0.84,0.015,0.145,0.84,medium,data/New_data/8x8_Case2/csv/force_disp_Test_261.csv,data/New_data/8x8_Case2/Ori/plot_Test_261_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_262,-57.0,76.0,5691.792864079667,2,0.49166666666666664,0.45166666666666666,0.49166666666666664,0.056666666666666664,high,data/New_data/8x8_Case2/csv/force_disp_Test_262.csv,data/New_data/8x8_Case2/Ori/plot_Test_262_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_263,-24.0,2.0,5276.674226366347,3,0.8416666666666667,0.0016666666666666668,0.15666666666666668,0.8416666666666667,medium,data/New_data/8x8_Case2/csv/force_disp_Test_263.csv,data/New_data/8x8_Case2/Ori/plot_Test_263_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_264,87.0,-65.0,4010.895157254301,1,0.5183333333333333,0.5183333333333333,0.415,0.06666666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_264.csv,data/New_data/8x8_Case2/Ori/plot_Test_264_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_265,-25.0,-84.0,4629.189620661804,2,0.69,0.10833333333333334,0.69,0.20166666666666666,high,data/New_data/8x8_Case2/csv/force_disp_Test_265.csv,data/New_data/8x8_Case2/Ori/plot_Test_265_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_266,-26.0,-39.0,6445.563038416168,3,0.5116666666666667,0.105,0.38333333333333336,0.5116666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_266.csv,data/New_data/8x8_Case2/Ori/plot_Test_266_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_267,-33.0,-46.0,6732.529557148156,2,0.5116666666666667,0.21333333333333335,0.5116666666666667,0.275,high,data/New_data/8x8_Case2/csv/force_disp_Test_267.csv,data/New_data/8x8_Case2/Ori/plot_Test_267_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_268,-59.0,29.0,6044.578385543198,2,0.7066666666666667,0.115,0.7066666666666667,0.17833333333333334,medium,data/New_data/8x8_Case2/csv/force_disp_Test_268.csv,data/New_data/8x8_Case2/Ori/plot_Test_268_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_269,-60.0,60.0,6610.578452186133,1,0.7233333333333334,0.7233333333333334,0.27166666666666667,0.005,medium,data/New_data/8x8_Case2/csv/force_disp_Test_269.csv,data/New_data/8x8_Case2/Ori/plot_Test_269_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_270,10.0,76.0,4299.298116929787,2,0.5316666666666666,0.10833333333333334,0.5316666666666666,0.36,high,data/New_data/8x8_Case2/csv/force_disp_Test_270.csv,data/New_data/8x8_Case2/Ori/plot_Test_270_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_271,-30.0,50.0,6488.5713978113945,2,0.6916666666666667,0.14,0.6916666666666667,0.16833333333333333,high,data/New_data/8x8_Case2/csv/force_disp_Test_271.csv,data/New_data/8x8_Case2/Ori/plot_Test_271_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_272,72.0,69.0,4330.872447159195,1,0.48833333333333334,0.48833333333333334,0.44,0.07166666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_272.csv,data/New_data/8x8_Case2/Ori/plot_Test_272_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_273,81.0,62.0,4766.9648837146815,2,0.48,0.4533333333333333,0.48,0.06666666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_273.csv,data/New_data/8x8_Case2/Ori/plot_Test_273_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_274,30.0,-25.0,6527.149269553911,3,0.6833333333333333,0.09333333333333334,0.22333333333333333,0.6833333333333333,high,data/New_data/8x8_Case2/csv/force_disp_Test_274.csv,data/New_data/8x8_Case2/Ori/plot_Test_274_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_275,80.0,-20.0,4528.532751947774,2,0.6783333333333333,0.10166666666666667,0.6783333333333333,0.22,high,data/New_data/8x8_Case2/csv/force_disp_Test_275.csv,data/New_data/8x8_Case2/Ori/plot_Test_275_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_276,-88.0,70.0,3401.720433890821,1,0.4866666666666667,0.4866666666666667,0.46,0.05333333333333334,high,data/New_data/8x8_Case2/csv/force_disp_Test_276.csv,data/New_data/8x8_Case2/Ori/plot_Test_276_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_277,57.0,88.0,5213.351500878976,2,0.485,0.44,0.485,0.075,high,data/New_data/8x8_Case2/csv/force_disp_Test_277.csv,data/New_data/8x8_Case2/Ori/plot_Test_277_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_278,18.0,78.0,4565.332054262552,2,0.7833333333333333,0.058333333333333334,0.7833333333333333,0.15833333333333333,medium,data/New_data/8x8_Case2/csv/force_disp_Test_278.csv,data/New_data/8x8_Case2/Ori/plot_Test_278_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_279,-88.0,-89.0,2344.9556896146173,1,0.4583333333333333,0.4583333333333333,0.455,0.08666666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_279.csv,data/New_data/8x8_Case2/Ori/plot_Test_279_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_280,-31.0,-12.0,5751.872812914011,3,0.8283333333333334,0.018333333333333333,0.15333333333333332,0.8283333333333334,medium,data/New_data/8x8_Case2/csv/force_disp_Test_280.csv,data/New_data/8x8_Case2/Ori/plot_Test_280_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_281,-72.0,-17.0,4789.082424571645,2,0.665,0.07166666666666667,0.665,0.2633333333333333,high,data/New_data/8x8_Case2/csv/force_disp_Test_281.csv,data/New_data/8x8_Case2/Ori/plot_Test_281_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_282,25.0,-74.0,5041.103961943974,2,0.72,0.09333333333333334,0.72,0.18666666666666668,medium,data/New_data/8x8_Case2/csv/force_disp_Test_282.csv,data/New_data/8x8_Case2/Ori/plot_Test_282_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_283,34.0,-21.0,6259.778870106225,3,0.66,0.075,0.265,0.66,high,data/New_data/8x8_Case2/csv/force_disp_Test_283.csv,data/New_data/8x8_Case2/Ori/plot_Test_283_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_284,16.0,16.0,14282.37729710516,3,0.8783333333333333,0.016666666666666666,0.105,0.8783333333333333,low,data/New_data/8x8_Case2/csv/force_disp_Test_284.csv,data/New_data/8x8_Case2/Ori/plot_Test_284_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_285,-21.0,55.0,5840.215227663228,2,0.6833333333333333,0.058333333333333334,0.6833333333333333,0.25833333333333336,high,data/New_data/8x8_Case2/csv/force_disp_Test_285.csv,data/New_data/8x8_Case2/Ori/plot_Test_285_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_286,40.0,-87.0,5152.53057311735,2,0.5816666666666667,0.31,0.5816666666666667,0.10833333333333334,high,data/New_data/8x8_Case2/csv/force_disp_Test_286.csv,data/New_data/8x8_Case2/Ori/plot_Test_286_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_287,-77.0,22.0,4856.326455075598,2,0.72,0.08666666666666667,0.72,0.19333333333333333,medium,data/New_data/8x8_Case2/csv/force_disp_Test_287.csv,data/New_data/8x8_Case2/Ori/plot_Test_287_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_288,37.0,70.0,5759.037487415036,2,0.6716666666666666,0.22,0.6716666666666666,0.10833333333333334,high,data/New_data/8x8_Case2/csv/force_disp_Test_288.csv,data/New_data/8x8_Case2/Ori/plot_Test_288_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_289,-9.0,44.0,5675.419555525276,3,0.54,0.04666666666666667,0.41333333333333333,0.54,high,data/New_data/8x8_Case2/csv/force_disp_Test_289.csv,data/New_data/8x8_Case2/Ori/plot_Test_289_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_290,20.0,-82.0,4535.949590047011,2,0.7233333333333334,0.085,0.7233333333333334,0.19166666666666668,medium,data/New_data/8x8_Case2/csv/force_disp_Test_290.csv,data/New_data/8x8_Case2/Ori/plot_Test_290_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_291,26.0,5.0,5246.189607094539,3,0.8716666666666667,0.005,0.12333333333333334,0.8716666666666667,low,data/New_data/8x8_Case2/csv/force_disp_Test_291.csv,data/New_data/8x8_Case2/Ori/plot_Test_291_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_292,71.0,-88.0,3297.8781462083393,1,0.5116666666666667,0.5116666666666667,0.42,0.06833333333333333,high,data/New_data/8x8_Case2/csv/force_disp_Test_292.csv,data/New_data/8x8_Case2/Ori/plot_Test_292_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_293,-28.0,11.0,5563.350340319536,3,0.8383333333333334,0.016666666666666666,0.145,0.8383333333333334,medium,data/New_data/8x8_Case2/csv/force_disp_Test_293.csv,data/New_data/8x8_Case2/Ori/plot_Test_293_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_294,-71.0,-57.0,6041.466865374043,1,0.4716666666666667,0.4716666666666667,0.4533333333333333,0.075,high,data/New_data/8x8_Case2/csv/force_disp_Test_294.csv,data/New_data/8x8_Case2/Ori/plot_Test_294_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_295,-84.0,-9.0,3973.690619497436,3,0.475,0.11333333333333333,0.4116666666666667,0.475,high,data/New_data/8x8_Case2/csv/force_disp_Test_295.csv,data/New_data/8x8_Case2/Ori/plot_Test_295_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_296,-48.0,82.0,5381.798718111826,2,0.5733333333333334,0.36,0.5733333333333334,0.06666666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_296.csv,data/New_data/8x8_Case2/Ori/plot_Test_296_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_297,-13.0,-4.0,4949.984425209532,3,0.885,0.005,0.11,0.885,low,data/New_data/8x8_Case2/csv/force_disp_Test_297.csv,data/New_data/8x8_Case2/Ori/plot_Test_297_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_298,-19.0,-23.0,5844.303638956683,3,0.8416666666666667,0.011666666666666667,0.14666666666666667,0.8416666666666667,medium,data/New_data/8x8_Case2/csv/force_disp_Test_298.csv,data/New_data/8x8_Case2/Ori/plot_Test_298_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_299,5.0,-32.0,5571.272337672921,3,0.8266666666666667,0.02,0.15333333333333332,0.8266666666666667,medium,data/New_data/8x8_Case2/csv/force_disp_Test_299.csv,data/New_data/8x8_Case2/Ori/plot_Test_299_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case2,Test_300,51.0,46.0,7380.856082040267,1,0.46,0.46,0.4533333333333333,0.08666666666666667,high,data/New_data/8x8_Case2/csv/force_disp_Test_300.csv,data/New_data/8x8_Case2/Ori/plot_Test_300_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_001,65.0,19.0,5249.885931590668,2,0.655,0.075,0.655,0.27,high,data/New_data/8x8_Case3/csv/force_disp_Test_001.csv,data/New_data/8x8_Case3/Original/plot_Test_001_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_002,40.0,-51.0,7021.8386147931415,2,0.5266666666666666,0.35,0.5266666666666666,0.12333333333333334,high,data/New_data/8x8_Case3/csv/force_disp_Test_002.csv,data/New_data/8x8_Case3/Original/plot_Test_002_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_003,-44.0,65.0,6337.011177400955,2,0.58,0.34833333333333333,0.58,0.07166666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_003.csv,data/New_data/8x8_Case3/Original/plot_Test_003_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_004,49.0,48.0,7678.519114548306,1,0.5,0.5,0.425,0.075,high,data/New_data/8x8_Case3/csv/force_disp_Test_004.csv,data/New_data/8x8_Case3/Original/plot_Test_004_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_005,-52.0,20.0,5862.340206577789,2,0.5683333333333334,0.06166666666666667,0.5683333333333334,0.37,high,data/New_data/8x8_Case3/csv/force_disp_Test_005.csv,data/New_data/8x8_Case3/Original/plot_Test_005_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_006,-15.0,-74.0,4657.426772073546,2,0.6683333333333333,0.058333333333333334,0.6683333333333333,0.2733333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_006.csv,data/New_data/8x8_Case3/Original/plot_Test_006_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_007,51.0,-83.0,5358.561529995737,2,0.4866666666666667,0.43166666666666664,0.4866666666666667,0.08166666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_007.csv,data/New_data/8x8_Case3/Original/plot_Test_007_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_008,86.0,9.0,3983.205115277853,3,0.45666666666666667,0.125,0.41833333333333333,0.45666666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_008.csv,data/New_data/8x8_Case3/Original/plot_Test_008_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_009,-63.0,21.0,5483.825365886914,2,0.6833333333333333,0.07,0.6833333333333333,0.24666666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_009.csv,data/New_data/8x8_Case3/Original/plot_Test_009_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_010,-74.0,83.0,3176.3702391040138,1,0.48333333333333334,0.48333333333333334,0.46166666666666667,0.055,high,data/New_data/8x8_Case3/csv/force_disp_Test_010.csv,data/New_data/8x8_Case3/Original/plot_Test_010_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_011,-39.0,-9.0,5553.11723712837,3,0.6766666666666666,0.03666666666666667,0.2866666666666667,0.6766666666666666,high,data/New_data/8x8_Case3/csv/force_disp_Test_011.csv,data/New_data/8x8_Case3/Original/plot_Test_011_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_012,-56.0,9.0,5279.982570696419,2,0.54,0.043333333333333335,0.54,0.4166666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_012.csv,data/New_data/8x8_Case3/Original/plot_Test_012_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_013,61.0,33.0,6095.091333950158,2,0.6716666666666666,0.16833333333333333,0.6716666666666666,0.16,high,data/New_data/8x8_Case3/csv/force_disp_Test_013.csv,data/New_data/8x8_Case3/Original/plot_Test_013_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_014,19.0,79.0,4626.262337022605,2,0.795,0.06,0.795,0.145,medium,data/New_data/8x8_Case3/csv/force_disp_Test_014.csv,data/New_data/8x8_Case3/Original/plot_Test_014_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_015,35.0,60.0,6236.716872559574,2,0.6616666666666666,0.19166666666666668,0.6616666666666666,0.14666666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_015.csv,data/New_data/8x8_Case3/Original/plot_Test_015_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_016,75.0,-61.0,5549.9100503634645,1,0.785,0.785,0.0033333333333333335,0.21166666666666667,medium,data/New_data/8x8_Case3/csv/force_disp_Test_016.csv,data/New_data/8x8_Case3/Original/plot_Test_016_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_017,-30.0,66.0,5772.640630477044,2,0.785,0.10666666666666667,0.785,0.10833333333333334,medium,data/New_data/8x8_Case3/csv/force_disp_Test_017.csv,data/New_data/8x8_Case3/Original/plot_Test_017_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_018,-53.0,31.0,6397.461983353669,2,0.69,0.13333333333333333,0.69,0.17666666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_018.csv,data/New_data/8x8_Case3/Original/plot_Test_018_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_019,-79.0,29.0,5027.526667669692,2,0.7316666666666667,0.11333333333333333,0.7316666666666667,0.155,medium,data/New_data/8x8_Case3/csv/force_disp_Test_019.csv,data/New_data/8x8_Case3/Original/plot_Test_019_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_020,-2.0,48.0,5540.376296649255,3,0.5233333333333333,0.03166666666666667,0.445,0.5233333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_020.csv,data/New_data/8x8_Case3/Original/plot_Test_020_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_021,-49.0,-67.0,6311.469582236376,2,0.5283333333333333,0.36833333333333335,0.5283333333333333,0.10333333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_021.csv,data/New_data/8x8_Case3/Original/plot_Test_021_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_022,43.0,-33.0,6874.43643120363,2,0.5283333333333333,0.22666666666666666,0.5283333333333333,0.245,high,data/New_data/8x8_Case3/csv/force_disp_Test_022.csv,data/New_data/8x8_Case3/Original/plot_Test_022_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_023,62.0,-67.0,5740.128486120003,1,0.6783333333333333,0.6783333333333333,0.29,0.03166666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_023.csv,data/New_data/8x8_Case3/Original/plot_Test_023_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_024,30.0,75.0,5191.835791314596,2,0.7616666666666667,0.125,0.7616666666666667,0.11333333333333333,medium,data/New_data/8x8_Case3/csv/force_disp_Test_024.csv,data/New_data/8x8_Case3/Original/plot_Test_024_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_025,80.0,-80.0,2887.943609067684,1,0.5183333333333333,0.5183333333333333,0.41333333333333333,0.06833333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_025.csv,data/New_data/8x8_Case3/Original/plot_Test_025_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_026,-81.0,73.0,3332.922459357667,1,0.49166666666666664,0.49166666666666664,0.4533333333333333,0.055,high,data/New_data/8x8_Case3/csv/force_disp_Test_026.csv,data/New_data/8x8_Case3/Original/plot_Test_026_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_027,54.0,-38.0,6729.771320782916,2,0.5583333333333333,0.31333333333333335,0.5583333333333333,0.12833333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_027.csv,data/New_data/8x8_Case3/Original/plot_Test_027_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_028,36.0,-31.0,6907.795287186744,2,0.43666666666666665,0.14333333333333334,0.43666666666666665,0.42,high,data/New_data/8x8_Case3/csv/force_disp_Test_028.csv,data/New_data/8x8_Case3/Original/plot_Test_028_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_029,52.0,-41.0,7031.28408118499,2,0.5116666666666667,0.36666666666666664,0.5116666666666667,0.12166666666666667,high,data/New_data/8x8_Case3/csv/force_disp_Test_029.csv,data/New_data/8x8_Case3/Original/plot_Test_029_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_030,15.0,-12.0,5420.938910714249,3,0.8833333333333333,0.0016666666666666668,0.115,0.8833333333333333,low,data/New_data/8x8_Case3/csv/force_disp_Test_030.csv,data/New_data/8x8_Case3/Original/plot_Test_030_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_031,-55.0,-62.0,6883.1918046711235,1,0.5783333333333334,0.5783333333333334,0.3933333333333333,0.028333333333333332,high,data/New_data/8x8_Case3/csv/force_disp_Test_031.csv,data/New_data/8x8_Case3/Original/plot_Test_031_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_032,-19.0,-7.0,5371.942930876189,3,0.87,0.0016666666666666668,0.12833333333333333,0.87,low,data/New_data/8x8_Case3/csv/force_disp_Test_032.csv,data/New_data/8x8_Case3/Original/plot_Test_032_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_033,-61.0,86.0,4858.970079266146,2,0.4816666666666667,0.4683333333333333,0.4816666666666667,0.05,high,data/New_data/8x8_Case3/csv/force_disp_Test_033.csv,data/New_data/8x8_Case3/Original/plot_Test_033_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_034,-43.0,-15.0,5831.730698019243,3,0.5583333333333333,0.04833333333333333,0.3933333333333333,0.5583333333333333,high,data/New_data/8x8_Case3/csv/force_disp_Test_034.csv,data/New_data/8x8_Case3/Original/plot_Test_034_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_035,70.0,81.0,3633.3851980297864,2,0.48,0.455,0.48,0.065,high,data/New_data/8x8_Case3/csv/force_disp_Test_035.csv,data/New_data/8x8_Case3/Original/plot_Test_035_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_036,8.0,25.0,5474.213299871946,3,0.8616666666666667,0.0033333333333333335,0.135,0.8616666666666667,low,data/New_data/8x8_Case3/csv/force_disp_Test_036.csv,data/New_data/8x8_Case3/Original/plot_Test_036_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_037,-85.0,67.0,3813.9161898024972,1,0.47833333333333333,0.47833333333333333,0.47,0.051666666666666666,high,data/New_data/8x8_Case3/csv/force_disp_Test_037.csv,data/New_data/8x8_Case3/Original/plot_Test_037_original.png
8x8,8.0,8.0,8x8_new_data_curve_classifier_v1,Case3,Test_038,-56.0,52.0,7397.043263639474,1,0.5683333333333334,0.5683333333333334,0.4166666666666667,0.015,high,data/New_data/8x8_Case3/csv/force_disp_Test_038.csv,data/New_data/8x8_Case3/Original/plot_Test_038_original.png
