File = D:\Moldex3D\02. AI\Only CAE Surrogate\Report\XYPlot\G21_P01-10_SPRUE PRESSURE.csv

Title,Packing-Sprue Pressure
,,,,,,,,,,,,,,,,,,,,
Time (sec),Run 1 : G21_P01 (MPa),Time (sec),Run 2 : G21_P02 (MPa),Time (sec),Run 3 : G21_P03 (MPa),Time (sec),Run 4 : G21_P04 (MPa),Time (sec),Run 5 : G21_P05 (MPa),Time (sec),Run 6 : G21_P06 (MPa),Time (sec),Run 7 : G21_P07 (MPa),Time (sec),Run 8 : G21_P08 (MPa),Time (sec),Run 9 : G21_P09 (MPa),Time (sec),Run 10 : G21_P10 (MPa),
0.00242202,0.000128284,0.00119728,0.0004967,0.0006158,0.00123592,0.00151793,0.000136354,0.00205528,0.000138203,0.00104333,0.000948016,0.00215432,7.76603e-05,0.000703071,0.00129967,0.00186211,0.000174497,0.00131789,0.000378901,
0.00641704,0.00501925,0.00337614,0.00604898,0.00178615,0.00747134,0.00420656,0.00635095,0.00554202,0.00566382,0.00297084,0.00717481,0.00578113,0.00549598,0.00202937,0.00826824,0.00506503,0.00523329,0.0036916,0.00626678,
0.00997511,0.0337941,0.00551536,0.00796811,0.00303997,0.0104848,0.00676635,0.0252023,0.00872247,0.00366057,0.00489591,0.0100946,0.00906671,0.00344186,0.00343039,0.0118065,0.00802854,0.00310491,0.00599423,0.0131757,
0.013292,0.37338,0.00709434,0.0893836,0.00424443,0.0033591,0.00922014,0.317948,0.0116333,0.452479,0.00658063,0.111522,0.0120421,0.431404,0.00475242,0.00396127,0.010806,0.251018,0.00817814,0.174673,
0.0157267,0.686498,0.00880087,0.544213,0.00547989,0.140542,0.0113783,0.935787,0.0139287,0.79998,0.00832521,0.745918,0.0143774,0.762162,0.0060695,0.561021,0.0131289,0.706441,0.0100832,0.742453,
0.0178585,1.35999,0.0102711,0.911282,0.00674271,1.2269,0.0133086,1.74402,0.0159861,1.54412,0.00990737,1.74741,0.016476,1.49072,0.00743791,1.42144,0.0152617,1.39149,0.0116059,1.38024,
0.0189528,1.23979,0.0117776,1.7457,0.00785779,2.1184,0.0144145,1.66279,0.0170976,1.44996,0.0113244,2.09274,0.0176347,1.38889,0.00865121,2.5038,0.0160839,1.2311,0.0132357,1.67876,
0.0200396,1.18218,0.012415,1.51268,0.00847404,1.91406,0.0153767,1.62603,0.0182119,1.3992,0.011987,1.88599,0.018799,1.33689,0.00908783,2.08767,0.0168978,1.17245,0.0140686,1.59204,
0.0211048,1.20414,0.0130349,1.44112,0.00899753,1.8584,0.0163564,1.64492,0.0193059,1.42208,0.0126292,1.84681,0.0199501,1.35213,0.00951626,2.02313,0.0177035,1.20593,0.0149199,1.58489,
0.0222008,1.23146,0.0136368,1.4703,0.00953719,1.90396,0.0173741,1.66922,0.0204364,1.46652,0.0132751,1.89728,0.0211589,1.39053,0.00994164,2.0599,0.0186807,1.22647,0.0157882,1.60681,
0.0235198,1.26288,0.0142616,1.50646,0.0100895,1.96386,0.0183934,1.74527,0.0218203,1.4879,0.0139789,1.94116,0.022386,1.41692,0.0103819,2.11371,0.019655,1.25627,0.0166757,1.66322,
0.0250626,1.31236,0.0150209,1.53791,0.010647,2.04454,0.0196519,1.80627,0.0233849,1.56307,0.0147823,2.03527,0.0237858,1.47989,0.0109115,2.164,0.0208067,1.30258,0.0177331,1.70338,
0.0269045,1.34753,0.0159056,1.60609,0.0113215,2.12702,0.0211268,1.88003,0.0249635,1.63015,0.0157619,2.10685,0.0254625,1.53894,0.0115292,2.29597,0.0221808,1.35737,0.0189384,1.8139,
