File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.508e+01
Avg = 8.775e+00
SD = 5.894e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.508e+00,1.254e+00,270620,1.840e+01
2,2.508e+00,5.016e+00,3.762e+00,247628,1.780e+01
3,5.016e+00,7.523e+00,6.269e+00,168170,1.197e+01
4,7.523e+00,1.003e+01,8.777e+00,131882,9.342e+00
5,1.003e+01,1.254e+01,1.129e+01,153282,1.091e+01
6,1.254e+01,1.505e+01,1.379e+01,163570,1.161e+01
7,1.505e+01,1.755e+01,1.630e+01,181384,1.259e+01
8,1.755e+01,2.006e+01,1.881e+01,77684,5.425e+00
9,2.006e+01,2.257e+01,2.132e+01,53904,1.734e+00
10,2.257e+01,2.508e+01,2.382e+01,5604,2.183e-01
