File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.187e+01
Avg = 3.812e+00
SD = 2.459e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.187e+00,5.935e-01,832428,1.924e+01
2,1.187e+00,2.374e+00,1.780e+00,673887,1.725e+01
3,2.374e+00,3.561e+00,2.967e+00,487037,1.191e+01
4,3.561e+00,4.748e+00,4.154e+00,436501,1.056e+01
5,4.748e+00,5.935e+00,5.341e+00,604413,1.510e+01
6,5.935e+00,7.121e+00,6.528e+00,737080,1.798e+01
7,7.121e+00,8.308e+00,7.715e+00,253312,6.183e+00
8,8.308e+00,9.495e+00,8.902e+00,88580,1.426e+00
9,9.495e+00,1.068e+01,1.009e+01,4662,1.773e-01
10,1.068e+01,1.187e+01,1.128e+01,2880,1.786e-01
