File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.517e+01
Avg = 9.107e+00
SD = 6.568e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.517e+00,1.258e+00,208716,2.297e+01
2,2.517e+00,5.034e+00,3.775e+00,121372,1.387e+01
3,5.034e+00,7.551e+00,6.292e+00,93417,1.048e+01
4,7.551e+00,1.007e+01,8.809e+00,69863,7.631e+00
5,1.007e+01,1.259e+01,1.133e+01,93100,1.047e+01
6,1.259e+01,1.510e+01,1.384e+01,89178,1.017e+01
7,1.510e+01,1.762e+01,1.636e+01,90797,1.029e+01
8,1.762e+01,2.014e+01,1.888e+01,100646,1.104e+01
9,2.014e+01,2.265e+01,2.139e+01,59587,2.778e+00
10,2.265e+01,2.517e+01,2.391e+01,4648,3.038e-01
