File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.116e+01
Avg = 7.826e+00
SD = 4.301e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.116e+00,1.058e+00,74310,5.161e+00
2,2.116e+00,4.233e+00,3.174e+00,264659,2.174e+01
3,4.233e+00,6.349e+00,5.291e+00,219591,1.812e+01
4,6.349e+00,8.465e+00,7.407e+00,150453,1.197e+01
5,8.465e+00,1.058e+01,9.523e+00,153713,1.252e+01
6,1.058e+01,1.270e+01,1.164e+01,165860,1.329e+01
7,1.270e+01,1.481e+01,1.376e+01,143724,1.163e+01
8,1.481e+01,1.693e+01,1.587e+01,54852,4.347e+00
9,1.693e+01,1.905e+01,1.799e+01,49474,1.019e+00
10,1.905e+01,2.116e+01,2.010e+01,4032,1.913e-01
