File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.311e+01
Avg = 4.761e+00
SD = 2.473e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.311e+00,6.556e-01,253908,5.821e+00
2,1.311e+00,2.622e+00,1.967e+00,849157,2.092e+01
3,2.622e+00,3.934e+00,3.278e+00,658932,1.637e+01
4,3.934e+00,5.245e+00,4.589e+00,495535,1.222e+01
5,5.245e+00,6.556e+00,5.900e+00,591753,1.464e+01
6,6.556e+00,7.867e+00,7.212e+00,802558,1.960e+01
7,7.867e+00,9.178e+00,8.523e+00,298309,7.437e+00
8,9.178e+00,1.049e+01,9.834e+00,119904,2.489e+00
9,1.049e+01,1.180e+01,1.115e+01,19195,3.115e-01
10,1.180e+01,1.311e+01,1.246e+01,2880,1.875e-01
