File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.219e+01
Avg = 1.217e+01
SD = 8.155e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.219e+00,1.609e+00,311318,1.890e+01
2,3.219e+00,6.438e+00,4.828e+00,233691,1.467e+01
3,6.438e+00,9.657e+00,8.047e+00,181011,1.143e+01
4,9.657e+00,1.288e+01,1.127e+01,139100,8.599e+00
5,1.288e+01,1.609e+01,1.449e+01,160623,1.008e+01
6,1.609e+01,1.931e+01,1.770e+01,172357,1.081e+01
7,1.931e+01,2.253e+01,2.092e+01,196662,1.218e+01
8,2.253e+01,2.575e+01,2.414e+01,157388,9.643e+00
9,2.575e+01,2.897e+01,2.736e+01,52787,3.103e+00
10,2.897e+01,3.219e+01,3.058e+01,32019,5.812e-01
