File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.053e+01
Avg = 1.170e+01
SD = 8.682e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.053e+00,1.527e+00,304103,2.433e+01
2,3.053e+00,6.107e+00,4.580e+00,178806,1.463e+01
3,6.107e+00,9.160e+00,7.633e+00,94991,7.623e+00
4,9.160e+00,1.221e+01,1.069e+01,72147,5.745e+00
5,1.221e+01,1.527e+01,1.374e+01,83358,6.695e+00
6,1.527e+01,1.832e+01,1.679e+01,130750,1.061e+01
7,1.832e+01,2.137e+01,1.985e+01,138491,1.130e+01
8,2.137e+01,2.443e+01,2.290e+01,160644,1.290e+01
9,2.443e+01,2.748e+01,2.595e+01,64590,5.108e+00
10,2.748e+01,3.053e+01,2.901e+01,36572,1.062e+00
