File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.237e+01
Avg = 4.423e+00
SD = 2.471e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.237e+00,6.186e-01,509872,1.108e+01
2,1.237e+00,2.474e+00,1.856e+00,684725,1.755e+01
3,2.474e+00,3.711e+00,3.093e+00,612259,1.523e+01
4,3.711e+00,4.948e+00,4.330e+00,452693,1.097e+01
5,4.948e+00,6.186e+00,5.567e+00,568534,1.393e+01
6,6.186e+00,7.423e+00,6.804e+00,804421,1.981e+01
7,7.423e+00,8.660e+00,8.041e+00,369748,9.116e+00
8,8.660e+00,9.897e+00,9.278e+00,109822,1.951e+00
9,9.897e+00,1.113e+01,1.052e+01,5826,1.830e-01
10,1.113e+01,1.237e+01,1.175e+01,2880,1.786e-01
