File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.886e+01
Avg = 6.990e+00
SD = 4.321e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.886e+00,9.431e-01,61740,8.746e+00
2,1.886e+00,3.772e+00,2.829e+00,177295,2.619e+01
3,3.772e+00,5.659e+00,4.715e+00,79445,1.168e+01
4,5.659e+00,7.545e+00,6.602e+00,56772,8.261e+00
5,7.545e+00,9.431e+00,8.488e+00,63314,9.313e+00
6,9.431e+00,1.132e+01,1.037e+01,91833,1.378e+01
7,1.132e+01,1.320e+01,1.226e+01,98908,1.444e+01
8,1.320e+01,1.509e+01,1.415e+01,41378,5.772e+00
9,1.509e+01,1.698e+01,1.603e+01,38491,1.449e+00
10,1.698e+01,1.886e+01,1.792e+01,4032,3.650e-01
