File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.013e+01
Avg = 1.160e+01
SD = 8.459e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.013e+00,1.507e+00,216984,2.305e+01
2,3.013e+00,6.026e+00,4.520e+00,125739,1.383e+01
3,6.026e+00,9.039e+00,7.532e+00,90497,9.704e+00
4,9.039e+00,1.205e+01,1.055e+01,51798,5.324e+00
5,1.205e+01,1.507e+01,1.356e+01,73506,7.735e+00
6,1.507e+01,1.808e+01,1.657e+01,98484,1.086e+01
7,1.808e+01,2.109e+01,1.958e+01,97040,1.058e+01
8,2.109e+01,2.410e+01,2.260e+01,113246,1.217e+01
9,2.410e+01,2.712e+01,2.561e+01,83747,6.376e+00
10,2.712e+01,3.013e+01,2.862e+01,13819,3.745e-01
