File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.216e+01
Avg = 1.583e+01
SD = 1.142e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.216e+00,2.108e+00,331318,2.155e+01
2,4.216e+00,8.433e+00,6.325e+00,235131,1.575e+01
3,8.433e+00,1.265e+01,1.054e+01,140796,9.312e+00
4,1.265e+01,1.687e+01,1.476e+01,111269,7.298e+00
5,1.687e+01,2.108e+01,1.897e+01,123435,8.179e+00
6,2.108e+01,2.530e+01,2.319e+01,158054,1.060e+01
7,2.530e+01,2.951e+01,2.741e+01,173665,1.147e+01
8,2.951e+01,3.373e+01,3.162e+01,160652,1.056e+01
9,3.373e+01,3.795e+01,3.584e+01,62474,4.082e+00
10,3.795e+01,4.216e+01,4.006e+01,43506,1.203e+00
