File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.761e+01
Avg = 1.892e+01
SD = 1.331e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.761e+00,2.381e+00,188092,2.098e+01
2,4.761e+00,9.522e+00,7.142e+00,104557,1.208e+01
3,9.522e+00,1.428e+01,1.190e+01,93768,1.080e+01
4,1.428e+01,1.904e+01,1.666e+01,67258,7.542e+00
5,1.904e+01,2.381e+01,2.142e+01,75754,8.526e+00
6,2.381e+01,2.857e+01,2.619e+01,88900,1.030e+01
7,2.857e+01,3.333e+01,3.095e+01,88481,1.015e+01
8,3.333e+01,3.809e+01,3.571e+01,106208,1.199e+01
9,3.809e+01,4.285e+01,4.047e+01,53156,5.934e+00
10,4.285e+01,4.761e+01,4.523e+01,36098,1.695e+00
