File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.074e+01
Avg = 8.594e+00
SD = 5.426e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.074e+00,1.037e+00,41860,7.389e+00
2,2.074e+00,4.147e+00,3.111e+00,128931,2.673e+01
3,4.147e+00,6.221e+00,5.184e+00,55149,1.095e+01
4,6.221e+00,8.295e+00,7.258e+00,29035,5.538e+00
5,8.295e+00,1.037e+01,9.332e+00,30793,5.942e+00
6,1.037e+01,1.244e+01,1.141e+01,51758,1.033e+01
7,1.244e+01,1.452e+01,1.348e+01,63710,1.318e+01
8,1.452e+01,1.659e+01,1.555e+01,73746,1.454e+01
9,1.659e+01,1.866e+01,1.763e+01,52190,4.765e+00
10,1.866e+01,2.074e+01,1.970e+01,5612,6.356e-01
