File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 40 : V03FAM_G04_P05 (MPa),
0.000639618,0.00047327,
0.00190137,0.00733882,
0.00322283,0.0105377,
0.00445532,0.00300305,
0.00567479,0.497557,
0.00692885,1.22404,
0.00800223,2.14337,
0.00844325,1.77913,
0.00889555,1.70579,
0.00938459,1.71975,
0.00985428,1.72802,
0.0102979,1.71495,
0.010783,1.81328,
0.0113702,1.86643,
0.012076,1.93255,
0.012801,1.9981,
0.0135271,2.0428,
0.0143874,2.10436,
0.015252,2.15177,
0.0161207,2.19389,
0.0171482,2.2528,
0.0181753,2.29859,
0.0192076,2.34154,
0.020423,2.39862,
0.0216378,2.44577,
0.022858,2.48562,
0.0240868,2.52325,
0.0255309,2.52476,
0.0269339,2.61906,
0.0283653,2.61547,
0.0297801,2.69025,
0.0312244,2.68946,
0.0328907,2.73125,
0.0345455,2.77291,
0.0362063,2.81078,
0.0378748,2.84428,
0.0395447,2.87591,
0.0412182,2.9062,
0.043181,2.94039,
0.0451439,2.9739,
0.0471055,3.00558,
0.0490801,3.03572,
0.0510673,3.06458,
0.0530687,3.09224,
0.0554091,3.12398,
0.057742,3.1553,
0.0600812,3.18502,
0.062433,3.21271,
0.0647938,3.24007,
0.0671583,3.26659,
0.0695407,3.2928,
0.0723243,3.32292,
0.0751063,3.35257,
0.0778966,3.38037,
0.0806964,3.40847,
0.0835083,3.43517,
0.0863333,3.46113,
0.0891725,3.48624,
0.0920204,3.51122,
0.0953393,3.54027,
0.0986488,3.56947,
0.101975,3.59754,
0.105316,3.62409,
0.108664,3.65032,
0.112023,3.67569,
0.115395,3.70083,
0.118783,3.7255,
0.122179,3.74941,
0.126133,3.77837,
0.130085,3.80654,
0.134045,3.83392,
0.138012,3.86069,
0.141982,3.88706,
0.145975,3.91248,
0.149969,3.93764,
0.153986,3.96258,
0.158024,3.98711,
0.162052,4.0115,
0.166086,4.03565,
0.170129,4.05959,
0.174835,4.08759,
0.179531,4.11542,
0.184233,4.14256,
0.188938,4.16878,
0.193644,4.19441,
0.198361,4.2194,
0.203041,4.24457,
0.207604,4.2834,
0.212268,4.30946,
0.216835,4.34297,
0.221393,4.37352,
0.225963,4.40294,
0.23054,4.4317,
0.235121,4.45888,
0.239697,4.48551,
0.244292,4.51212,
0.2489,4.53864,
0.253513,4.56493,
0.258135,4.5909,
0.262764,4.61602,
0.267316,4.64106,
0.271592,4.69605,
0.275761,4.82929,
0.279963,4.86577,
0.284137,4.89796,
0.288347,4.93565,
0.292538,4.97786,
0.296707,5.02133,
0.300862,5.06602,
0.30501,5.11143,
0.309138,5.1581,
0.313264,5.20362,
0.317379,5.25165,
0.321477,5.29928,
0.325579,5.34228,
0.329604,5.39601,
0.333673,5.43911,
0.337675,5.48874,
0.341672,5.541,
0.345735,5.58379,
0.349728,5.63328,
0.3537,5.68339,
0.357699,5.71987,
0.361611,5.78466,
0.365595,5.83397,
0.369642,5.863,
0.373563,5.9275,
0.37761,5.95875,
0.381535,6.00922,
0.385454,6.05878,
0.389386,6.1058,
0.393323,6.16645,
0.397437,6.19521,
0.401409,6.24302,
0.405387,6.30284,
0.409541,6.3326,
0.413555,6.37881,
0.417574,6.42489,
0.421626,6.46889,
0.425686,6.52312,
