File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.763e+01
Avg = 2.068e+01
SD = 1.386e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.763e+00,2.382e+00,550290,1.768e+01
2,4.763e+00,9.526e+00,7.145e+00,374066,1.258e+01
3,9.526e+00,1.429e+01,1.191e+01,337411,1.143e+01
4,1.429e+01,1.905e+01,1.667e+01,224139,7.157e+00
5,1.905e+01,2.382e+01,2.143e+01,186958,5.893e+00
6,2.382e+01,2.858e+01,2.620e+01,305017,1.020e+01
7,2.858e+01,3.334e+01,3.096e+01,307779,1.030e+01
8,3.334e+01,3.810e+01,3.572e+01,317892,1.050e+01
9,3.810e+01,4.287e+01,4.049e+01,331360,1.099e+01
10,4.287e+01,4.763e+01,4.525e+01,109904,3.254e+00
