File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.033e+01
Avg = 1.263e+01
SD = 9.259e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.033e+00,1.516e+00,130720,2.253e+01
2,3.033e+00,6.066e+00,4.549e+00,70007,1.232e+01
3,6.066e+00,9.099e+00,7.582e+00,57470,1.007e+01
4,9.099e+00,1.213e+01,1.062e+01,30089,5.077e+00
5,1.213e+01,1.516e+01,1.365e+01,32422,5.427e+00
6,1.516e+01,1.820e+01,1.668e+01,56773,9.934e+00
7,1.820e+01,2.123e+01,1.971e+01,55983,9.860e+00
8,2.123e+01,2.426e+01,2.275e+01,57256,1.008e+01
9,2.426e+01,2.730e+01,2.578e+01,66712,1.144e+01
10,2.730e+01,3.033e+01,2.881e+01,43168,3.249e+00
