File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.789e+01
Avg = 6.685e+00
SD = 4.376e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.789e+00,8.947e-01,160595,1.688e+01
2,1.789e+00,3.579e+00,2.684e+00,140926,1.541e+01
3,3.579e+00,5.368e+00,4.473e+00,123451,1.345e+01
4,5.368e+00,7.158e+00,6.263e+00,66411,6.836e+00
5,7.158e+00,8.947e+00,8.052e+00,105598,1.135e+01
6,8.947e+00,1.074e+01,9.842e+00,119243,1.304e+01
7,1.074e+01,1.253e+01,1.163e+01,102702,1.122e+01
8,1.253e+01,1.432e+01,1.342e+01,94505,9.919e+00
9,1.432e+01,1.610e+01,1.521e+01,47397,1.637e+00
10,1.610e+01,1.789e+01,1.700e+01,4032,2.574e-01
