File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.429e+01
Avg = 5.256e+00
SD = 2.784e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.429e+00,7.146e-01,309010,6.422e+00
2,1.429e+00,2.858e+00,2.144e+00,870982,1.974e+01
3,2.858e+00,4.287e+00,3.573e+00,727355,1.664e+01
4,4.287e+00,5.716e+00,5.002e+00,525639,1.180e+01
5,5.716e+00,7.146e+00,6.431e+00,601358,1.358e+01
6,7.146e+00,8.575e+00,7.860e+00,882353,1.990e+01
7,8.575e+00,1.000e+01,9.289e+00,361217,8.354e+00
8,1.000e+01,1.143e+01,1.072e+01,143333,2.942e+00
9,1.143e+01,1.286e+01,1.215e+01,34726,3.898e-01
10,1.286e+01,1.429e+01,1.358e+01,3924,2.398e-01
