File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 20 : V02FAM_G04_P05 (MPa),
0.00231906,0.000235692,
0.00546238,0.000482295,
0.00868975,7.43414e-05,
0.0116936,0.00356728,
0.0148621,0.0947103,
0.0183864,0.556527,
0.0216542,0.975097,
0.02367,1.15669,
0.0251095,1.13573,
0.0265569,1.16499,
0.0280215,1.21054,
0.0295204,1.26242,
0.0310231,1.31705,
0.0325378,1.36978,
0.0343305,1.42797,
0.036137,1.47907,
0.0382552,1.53547,
0.0404004,1.58815,
0.0425953,1.63074,
0.0451084,1.68622,
0.0476597,1.73477,
0.0505926,1.79114,
0.0534927,1.84592,
0.0565047,1.89326,
0.0594782,1.93976,
0.0629767,1.99192,
0.0664512,2.04282,
0.0699455,2.09029,
0.0734682,2.13755,
0.0775756,2.18854,
0.0816917,2.24097,
0.0858378,2.28878,
0.0900187,2.33562,
0.0948811,2.38847,
0.0997371,2.44026,
0.104625,2.4897,
0.109587,2.53966,
0.114519,2.58673,
0.119531,2.63574,
0.125321,2.68779,
0.131121,2.74185,
0.136997,2.79097,
0.143001,2.84215,
0.14892,2.89287,
0.154867,2.94286,
0.16177,2.99776,
0.168679,3.05524,
0.175634,3.1113,
0.182596,3.16653,
0.189609,3.22549,
0.196656,3.29161,
0.20373,3.35661,
0.210864,3.41583,
0.219256,3.48827,
0.227484,3.56476,
0.235724,3.63764,
0.243957,3.72182,
0.252164,3.80373,
0.26062,3.89684,
0.268973,3.99455,
0.276712,4.12105,
0.284163,4.28516,
0.291678,4.38465,
0.299127,4.50444,
0.306669,4.62445,
0.314216,4.75171,
0.321741,4.87686,
0.329226,5.00743,
0.336606,5.13022,
0.344105,5.25425,
0.351628,5.38103,
0.359141,5.51307,
0.366515,5.63724,
0.373885,5.76252,
0.381319,5.88671,
0.388676,6.01044,
0.39607,6.13255,
0.403458,6.25315,
0.411015,6.37803,
0.418447,6.50452,
0.425878,6.62784,
0.433304,6.74668,
0.440851,6.87223,
0.448291,6.99769,
0.455737,7.12056,
0.463206,7.24264,
0.470653,7.36559,
0.478121,7.48822,
0.485612,7.61213,
0.493114,7.73648,
0.500623,7.87561,
0.507813,7.98853,
0.515265,8.10962,
0.522636,8.23423,
0.530115,8.35702,
0.537618,8.49769,
0.54477,8.62728,
0.55187,8.7492,
0.558937,8.8584,
0.566214,8.99027,
0.573271,9.10412,
0.580508,9.22463,
0.587754,9.36131,
0.594874,9.48771,
0.602109,9.6119,
0.609337,9.74004,
0.616481,9.85344,
0.623751,9.98838,
0.630787,10.1166,
0.637962,10.2231,
0.645576,10.366,
0.652803,10.5055,
0.659873,10.6316,
0.667077,10.7409,
0.674685,10.8857,
0.681927,11.028,
0.689028,11.1387,
0.696571,11.2656,
0.70421,11.4043,
0.711756,11.5601,
0.718956,11.683,
0.726578,11.8297,
0.733828,11.9769,
0.740989,12.1096,
0.748232,12.2441,
0.755453,12.3822,
0.76265,12.5168,
0.769774,12.6513,
0.776939,12.7671,
0.784479,12.9011,
0.791988,13.0605,
0.799081,13.1859,
0.806454,13.3165,
0.813525,13.4703,
0.819944,13.6595,
0.826173,13.8233,
0.83227,13.9864,
0.837561,14.1349,
0.842708,14.2717,
0.847906,14.4158,
0.853106,14.5604,
0.858276,14.7085,
0.863425,14.8568,
0.867932,14.9935,
0.872376,15.1164,
0.8768,15.2462,
0.881314,15.3794,
0.885823,15.5143,
0.89033,15.649,
0.894724,15.7857,
0.899118,15.9186,
0.903618,16.0528,
0.908138,16.1918,
0.912656,16.3293,
0.917171,16.4685,
0.921724,16.6062,
0.926271,16.7472,
0.930861,16.8886,
0.935495,17.0289,
0.940121,17.1699,
0.944779,17.3106,
0.949468,17.4523,
0.954216,17.5933,
0.958985,17.7352,
0.963752,17.8763,
0.968587,18.0164,
0.973476,18.1578,
0.978409,18.3036,
0.983267,18.4414,
0.988225,18.5816,
0.993189,18.7236,
0.998143,18.8638,
1.00312,19.0019,
1.00816,19.1402,
1.01327,19.296,
1.01832,19.4202,
1.02346,19.5765,
1.02856,19.7199,
1.03367,19.858,
1.0388,19.9953,
1.04397,20.1336,
1.04922,20.2729,
1.0545,20.4145,
1.0598,20.5318,
1.06524,20.67,
1.0707,20.8129,
1.07705,20.9635,
1.0834,21.1365,
1.08977,21.301,
1.09619,21.4645,
1.10265,21.6288,
1.10916,21.7931,
1.11566,21.9571,
1.12215,22.1205,
1.12953,22.3203,
1.13657,22.4883,
1.14368,22.6784,
1.15088,22.8604,
1.15807,23.0427,
1.16541,23.231,
1.1728,23.425,
1.18003,23.6281,
1.18709,23.8147,
1.19413,23.9957,
1.20115,24.1617,
1.20845,24.3415,
1.21566,24.5266,
1.22284,24.7078,
1.22999,24.8877,
1.23715,25.0653,
1.24431,25.2431,
1.25147,25.4198,
1.25863,25.6238,
1.26545,25.7731,
1.27258,25.9642,
1.27945,26.1428,
1.28631,26.3093,
1.29312,26.4752,
1.29994,26.64,
1.30673,26.8046,
1.31351,26.9677,
1.32026,27.129,
1.32707,27.293,
1.33388,27.4575,
1.34075,27.6224,
1.34755,27.7888,
1.35439,27.9538,
1.36118,28.1198,
1.36795,28.2826,
1.37481,28.4498,
1.38155,28.616,
