File = D:\Moldex3D\02. AI\Surrogate model - 2 Report\v02FAM_G02\P05\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 10 : V02FAM_G02_P05 (MPa),
0.00195093,0.000803676,
0.00495551,0.000233259,
0.00785189,0.00537297,
0.0106509,0.0683411,
0.0133867,0.56171,
0.0155968,0.965438,
0.0174613,1.42593,
0.0183014,1.30525,
0.0191447,1.31065,
0.0200163,1.34275,
0.0209004,1.38713,
0.0218026,1.43402,
0.0227125,1.47684,
0.0237867,1.52892,
0.0248658,1.58375,
0.0261499,1.64149,
0.0274328,1.69139,
0.0289499,1.75065,
0.0304823,1.79156,
0.0322536,1.85033,
0.0340242,1.90651,
0.0358062,1.95668,
0.0378716,2.01167,
0.0399465,2.06651,
0.0423589,2.12361,
0.0447775,2.18011,
0.0472221,2.23166,
0.0496708,2.28004,
0.0521584,2.32741,
0.0550364,2.37667,
0.0579335,2.42849,
0.0608561,2.47701,
0.063778,2.52184,
0.0667487,2.56783,
0.0701989,2.61707,
0.0736317,2.66673,
0.0771024,2.71564,
0.0806152,2.76079,
0.0841313,2.80462,
0.0882339,2.85589,
0.0923354,2.90636,
0.0964495,2.95275,
0.100589,2.99941,
0.104745,3.04508,
0.108918,3.08945,
0.113127,3.13345,
0.118004,3.18314,
0.122884,3.23413,
0.127814,3.28293,
0.132745,3.33096,
0.137684,3.37934,
0.142687,3.42731,
0.147713,3.47398,
0.152774,3.52032,
0.158663,3.57146,
0.164528,3.62619,
0.170423,3.6777,
0.176288,3.72856,
0.18221,3.77952,
0.188141,3.82953,
0.19409,3.87956,
0.200096,3.93084,
0.207021,3.98689,
0.213941,4.05156,
0.22089,4.11553,
0.227877,4.18035,
0.234871,4.24305,
0.241896,4.30473,
0.248972,4.36606,
0.256043,4.42619,
0.263112,4.4881,
0.270201,4.56656,
0.277296,4.65111,
0.284408,4.73955,
0.292632,4.83478,
0.300465,4.94143,
0.307801,5.10577,
0.315333,5.23981,
0.322797,5.36021,
0.33018,5.48907,
0.337496,5.61802,
0.344784,5.74904,
0.352056,5.87893,
0.359301,6.00802,
0.366534,6.13743,
0.373739,6.26808,
0.380974,6.39737,
0.388183,6.52643,
0.395382,6.65456,
0.402555,6.7818,
0.409758,6.91179,
0.416965,7.03917,
0.424178,7.16714,
0.431394,7.29543,
0.438629,7.42266,
0.445854,7.55019,
0.453083,7.67668,
0.46032,7.80309,
0.467561,7.92959,
0.474815,8.05674,
0.482066,8.18341,
0.489313,8.30969,
0.496564,8.43039,
0.503974,8.56054,
0.511261,8.69051,
0.518543,8.81653,
0.525851,8.94348,
0.533143,9.07276,
0.540259,9.19827,
0.54754,9.32162,
0.554848,9.45014,
0.562165,9.57854,
0.569468,9.70742,
0.576781,9.8366,
0.584128,9.96667,
0.591465,10.0972,
0.598808,10.2282,
0.606135,10.3746,
0.613181,10.4929,
0.620521,10.6333,
0.627583,10.7531,
0.634958,10.8787,
0.642356,11.0123,
0.649722,11.1456,
0.657121,11.2948,
0.664206,11.4177,
0.671562,11.5598,
0.678663,11.7001,
0.6857,11.8305,
0.692769,11.9615,
0.699819,12.0931,
0.706837,12.2236,
0.713906,12.355,
0.720901,12.4869,
0.727947,12.6007,
0.735334,12.7292,
0.742757,12.8698,
0.750127,13.0092,
0.757529,13.1664,
0.764606,13.292,
0.771919,13.4246,
0.7793,13.5815,
0.786255,13.7071,
0.793571,13.839,
0.80081,13.973,
0.807788,14.1438,
0.814159,14.3334,
0.81956,14.475,
0.824844,14.6084,
0.830107,14.7475,
0.835338,14.8891,
0.840569,15.0316,
0.845104,15.1619,
0.849574,15.2792,
0.854111,15.4047,
0.858525,15.5318,
0.863041,15.656,
0.86753,15.7839,
0.87193,15.9127,
0.87646,16.0371,
0.880976,16.1676,
0.885525,16.3056,
0.889857,16.4305,
0.894299,16.5571,
0.898897,16.6861,
0.903515,16.8191,
0.908102,16.9529,
0.912603,17.0874,
0.917203,17.2181,
0.92181,17.3525,
0.926312,17.4861,
0.930824,17.6176,
0.935459,17.7487,
0.940141,17.8832,
0.944828,18.0175,
0.949532,18.1536,
0.954244,18.2882,
0.958979,18.4216,
0.963742,18.557,
0.968446,18.6922,
0.97327,18.823,
0.978103,18.9585,
0.98301,19.0957,
0.987842,19.2303,
0.992788,19.366,
0.997693,19.5013,
1.00263,19.6324,
1.00765,19.7678,
1.01262,19.9167,
1.01755,20.0545,
1.02243,20.1852,
1.02738,20.2967,
1.0325,20.4433,
1.03751,20.5793,
1.04248,20.7103,
1.04758,20.8389,
1.0527,20.9727,
1.05782,21.1042,
1.06295,21.2355,
1.06809,21.3657,
1.07328,21.4973,
1.07847,21.6291,
1.08369,21.7603,
1.08895,21.8922,
1.09425,22.0254,
1.09959,22.1591,
1.10495,22.2926,
1.11034,22.4265,
1.11575,22.5606,
1.12205,22.7028,
1.12828,22.8708,
1.13443,23.0245,
1.14047,23.1769,
1.14639,23.3022,
1.15254,23.463,
1.15864,23.619,
1.16472,23.7756,
1.17078,23.9319,
1.17685,24.0884,
1.18292,24.2448,
1.18902,24.4009,
1.19511,24.5791,
1.20108,24.738,
1.20702,24.8517,
1.21331,25.0341,
1.21931,25.1999,
1.22525,25.3517,
1.23119,25.5018,
1.23711,25.6509,
1.24304,25.7996,
1.24894,25.9469,
1.25485,26.0937,
1.26077,26.2408,
1.26668,26.3861,
1.27258,26.5315,
1.27849,26.6765,
1.28436,26.819,
1.29024,26.9618,
1.29616,27.1047,
1.30203,27.2473,
1.30794,27.3894,
1.31384,27.5318,
1.31973,27.6733,
1.32561,27.8136,
1.33154,27.954,
1.33743,28.0957,
1.34333,28.2364,
1.34922,28.3773,
1.35509,28.5164,
1.36098,28.6562,
1.36685,28.7973,
1.37273,28.9364,
1.37866,29.078,
1.38456,29.2204,
1.39047,29.3604,
1.39639,29.5024,
1.40226,29.6449,
1.40808,29.7838,
1.41397,29.9238,
1.41987,30.0667,
1.42571,30.2084,
1.43153,30.3487,
1.43739,30.4884,
1.44328,30.6312,
1.4491,30.7744,
1.45487,30.9135,
1.46064,31.0525,
1.4665,31.1919,
1.47243,31.3363,
1.47837,31.4819,
1.48431,31.6284,
1.49017,31.7734,
1.49604,31.9143,
1.50185,32.0568,
1.50764,32.2012,
1.51358,32.3418,
1.5195,32.4904,
1.52539,32.6354,
1.53133,32.7788,
1.5372,32.9277,
1.54305,33.0721,
1.549,33.2156,
1.55486,33.3402,
1.56101,33.5035,
1.56697,33.6594,
1.57281,33.8104,
1.57876,33.9555,
1.5847,34.1056,
1.59057,34.2539,
1.59654,34.3998,
1.60247,34.5488,
1.6083,34.6989,
1.61431,34.8437,
1.62024,34.9981,
1.6261,35.1472,
1.63212,35.2934,
1.63807,35.4452,
1.64392,35.5977,
1.64993,35.7442,
1.65593,35.8968,
1.66184,36.0512,
1.66777,36.2009,
1.67378,36.3507,
1.67973,36.5029,
1.68559,36.6583,
1.69162,36.8065,
1.69763,36.963,
1.70354,37.0917,
1.70978,37.2631,
1.71583,37.4,
1.72199,37.5804,
1.728,37.7431,
1.73396,37.9022,
1.73985,38.0575,
1.74413,38.1936,
1.75084,41.3179,
1.75894,44.8417,
1.76731,48.186,
1.77435,50.7647,
1.77435,50.7647,
1.78087,52.982,
1.78758,55.1169,
1.79449,57.1684,
1.80161,59.1354,
1.80894,61.0172,
1.81649,62.8133,
1.82427,64.5236,
1.83228,66.1481,
1.84053,67.6873,
1.84903,69.1419,
1.85779,70.5128,
1.86681,71.8011,
1.8761,73.0085,
1.88566,74.1366,
1.89552,75.1873,
1.90567,76.163,
1.91612,77.0659,
1.92689,77.8986,
1.93798,78.664,
1.9494,79.365,
1.96117,80.0044,
1.97328,80.5856,
1.98577,81.1117,
1.99863,81.5859,
2.01187,82.0115,
2.02551,82.3919,
2.03956,82.7302,
2.05403,83.0297,
2.06893,83.2936,
2.08428,83.5248,
2.1001,83.7265,
2.11638,83.9013,
2.13316,84.0521,
2.15044,84.1813,
2.16823,84.2914,
2.18656,84.3846,
2.20545,84.4631,
2.22716,84.5362,
2.25213,84.6021,
2.28084,84.6589,
2.31387,84.7055,
2.35184,84.7414,
2.39552,84.767,
2.44574,84.7836,
2.50099,84.7926,
2.56176,84.7971,
2.6286,84.799,
2.70214,84.7997,
2.78302,84.8,
2.872,84.8,
2.96987,84.8,
3.07753,84.8,
3.19595,84.8,
3.32622,84.8,
3.46951,84.8,
3.62714,84.8,
3.80052,84.8,
3.99125,84.8,
4.20104,84.8,
4.41294,84.8,
4.62695,84.8,
4.8431,84.8,
5.06142,84.8,
5.28192,84.8,
5.50462,84.8,
5.72955,84.8,
5.95673,84.8,
6.18618,84.8,
6.26413,84.8,
6.27593,74.8,
6.28929,64.8,
6.30467,54.8374,
6.32235,45.1419,
6.34268,35.9634,
6.36606,27.5543,
6.39295,20.145,
6.42388,13.9155,
6.45944,8.9669,
6.50034,5.2998,
6.54737,2.80728,
6.60145,1.28896,
6.66094,0.522114,
6.72639,0.180428,
6.79837,0.050543,
6.87756,0.0105201,
6.96466,0.00135663,
7.19641,1e-06,
7.43047,1e-06,
7.66688,1e-06,
7.90564,1e-06,
8.1468,1e-06,
8.39037,1e-06,
8.63637,1e-06,
8.88483,1e-06,
9.13578,1e-06,
9.38924,1e-06,
9.64523,1e-06,
9.90378,1e-06,
10.1649,1e-06,
10.4287,1e-06,
10.6951,1e-06,
10.9641,1e-06,
11.2358,1e-06,
11.5103,1e-06,
11.7875,1e-06,
12.0675,1e-06,
12.3503,1e-06,
12.6358,1e-06,
12.9243,1e-06,
13.2156,1e-06,
13.5099,1e-06,
13.8071,1e-06,
14.1073,1e-06,
14.4104,1e-06,
14.7167,1e-06,
15.0259,1e-06,
15.3383,1e-06,
15.6538,1e-06,
15.9724,1e-06,
16.2942,1e-06,
16.6193,1e-06,
16.9475,1e-06,
17.2791,1e-06,
17.614,1e-06,
17.9522,1e-06,
18.1641,1e-06,
18.3781,1e-06,
