File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.676e+01
Avg = 5.006e+00
SD = 3.638e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.676e+00,8.382e-01,306572,2.433e+01
2,1.676e+00,3.353e+00,2.515e+00,214900,1.777e+01
3,3.353e+00,5.029e+00,4.191e+00,144330,1.148e+01
4,5.029e+00,6.706e+00,5.867e+00,143426,1.154e+01
5,6.706e+00,8.382e+00,7.544e+00,145304,1.179e+01
6,8.382e+00,1.006e+01,9.220e+00,169520,1.348e+01
7,1.006e+01,1.173e+01,1.090e+01,75978,6.368e+00
8,1.173e+01,1.341e+01,1.257e+01,42879,2.550e+00
9,1.341e+01,1.509e+01,1.425e+01,33727,4.963e-01
10,1.509e+01,1.676e+01,1.593e+01,4032,1.913e-01
