File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.047e+01
Avg = 7.021e+00
SD = 4.942e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.047e+00,1.023e+00,248412,2.095e+01
2,2.047e+00,4.094e+00,3.070e+00,218172,1.944e+01
3,4.094e+00,6.140e+00,5.117e+00,105211,9.136e+00
4,6.140e+00,8.187e+00,7.164e+00,90200,7.810e+00
5,8.187e+00,1.023e+01,9.211e+00,111527,9.736e+00
6,1.023e+01,1.228e+01,1.126e+01,141279,1.265e+01
7,1.228e+01,1.433e+01,1.330e+01,152957,1.314e+01
8,1.433e+01,1.637e+01,1.535e+01,60574,5.204e+00
9,1.637e+01,1.842e+01,1.740e+01,48072,1.671e+00
10,1.842e+01,2.047e+01,1.944e+01,5168,2.651e-01
