File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.794e+01
Avg = 1.870e+01
SD = 1.299e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.794e+00,2.397e+00,300184,1.972e+01
2,4.794e+00,9.588e+00,7.191e+00,190843,1.285e+01
3,9.588e+00,1.438e+01,1.199e+01,171443,1.160e+01
4,1.438e+01,1.918e+01,1.678e+01,124652,8.315e+00
5,1.918e+01,2.397e+01,2.157e+01,133889,8.943e+00
6,2.397e+01,2.876e+01,2.637e+01,157598,1.068e+01
7,2.876e+01,3.356e+01,3.116e+01,152787,1.026e+01
8,3.356e+01,3.835e+01,3.596e+01,165772,1.103e+01
9,3.835e+01,4.315e+01,4.075e+01,79450,5.258e+00
10,4.315e+01,4.794e+01,4.554e+01,44714,1.340e+00
