File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.680e+01
Avg = 5.841e+00
SD = 3.779e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.680e+00,8.401e-01,94476,1.352e+01
2,1.680e+00,3.360e+00,2.520e+00,168259,2.492e+01
3,3.360e+00,5.041e+00,4.200e+00,67482,9.883e+00
4,5.041e+00,6.721e+00,5.881e+00,56755,8.288e+00
5,6.721e+00,8.401e+00,7.561e+00,69960,1.031e+01
6,8.401e+00,1.008e+01,9.241e+00,111690,1.656e+01
7,1.008e+01,1.176e+01,1.092e+01,77727,1.138e+01
8,1.176e+01,1.344e+01,1.260e+01,37244,4.108e+00
9,1.344e+01,1.512e+01,1.428e+01,26727,7.897e-01
10,1.512e+01,1.680e+01,1.596e+01,2888,2.411e-01
