File = D:\Moldex3D\02. AI\Surrogate model - 2\Report\XYPlot\Packing-Sprue Pressure.csv

Title,Packing-Sprue Pressure
,,
Time (sec),Run 59 : V03FAM_G08_P04 (MPa),
0.000725753,0.00159487,
0.00198722,0.000179286,
0.0034034,0.00867621,
0.00477965,0.00249296,
0.00616297,0.135471,
0.00753806,1.11349,
0.0088608,1.96464,
0.00936694,1.71824,
0.00993744,1.61302,
0.0105661,1.64233,
0.0111843,1.65073,
0.0117801,1.62428,
0.0123276,1.65664,
0.0129384,1.74901,
0.013682,1.79198,
0.0145591,1.84981,
0.0154733,1.88822,
0.0164107,1.92001,
0.0173544,1.95127,
0.0184732,1.9955,
0.019596,2.04612,
0.0209053,2.09607,
0.0222109,2.13551,
0.0235196,2.16826,
0.0250566,2.21158,
0.0265974,2.20829,
0.0281141,2.24755,
0.0296238,2.28303,
0.031399,2.32014,
0.0331672,2.3552,
0.034943,2.3855,
0.0367185,2.41465,
0.0385085,2.44078,
0.040598,2.4699,
0.0426886,2.49744,
0.0447853,2.5247,
0.0469006,2.55052,
0.04903,2.57378,
0.051527,2.6001,
0.0540208,2.62669,
0.0565272,2.65095,
0.0590406,2.67464,
0.061573,2.69674,
0.0641067,2.71775,
0.067075,2.74266,
0.070043,2.76706,
0.0730212,2.79064,
0.0760175,2.81327,
0.0790335,2.83507,
0.0820573,2.85552,
0.0850911,2.87605,
0.0886441,2.89967,
0.0921757,2.92303,
0.0957187,2.94589,
0.0992801,2.96822,
0.102868,2.98943,
0.106476,3.01006,
0.110102,3.03002,
0.113721,3.04956,
0.117948,3.07382,
0.122071,3.10103,
0.126417,3.11523,
0.130693,3.13644,
0.134947,3.15747,
0.139202,3.17739,
0.143479,3.19717,
0.14777,3.21648,
0.152076,3.23466,
0.156349,3.25532,
0.160439,3.28058,
0.165158,3.31808,
0.169983,3.34673,
0.174857,3.37236,
0.179746,3.39737,
0.184655,3.42211,
0.189584,3.44243,
0.1944,3.47312,
0.199358,3.49502,
0.204346,3.51319,
0.209218,3.53973,
0.214082,3.57088,
0.218858,3.59849,
0.223639,3.61635,
0.228579,3.63583,
0.233542,3.65627,
0.238525,3.67712,
0.243536,3.69764,
0.248551,3.71776,
0.253569,3.73805,
0.258603,3.75836,
0.263656,3.7787,
0.268723,3.79884,
0.273798,3.82247,
0.278751,3.84059,
0.283818,3.85866,
0.288924,3.87728,
0.294037,3.89566,
0.299156,3.91363,
0.304291,3.93178,
0.310262,3.95237,
0.316003,3.97405,
0.32125,4.04778,
0.326416,4.18162,
0.331613,4.20615,
0.336841,4.23851,
0.342039,4.27786,
0.347203,4.31456,
0.352323,4.36075,
0.357412,4.39958,
0.362467,4.44099,
0.367509,4.47949,
0.37253,4.52242,
0.377527,4.56502,
0.382515,4.60674,
0.387502,4.64727,
0.392471,4.69058,
0.397456,4.73018,
0.402433,4.7706,
0.407427,4.81244,
0.412437,4.85082,
0.417466,4.89102,
0.422506,4.9288,
0.427568,4.96759,
0.43266,5.00435,
0.437758,5.04252,
0.442887,5.08011,
0.44803,5.11719,
0.453208,5.15368,
0.458424,5.18983,
0.46365,5.22615,
0.468923,5.26211,
0.474221,5.29753,
0.479553,5.33301,
0.48492,5.36776,
0.490317,5.4028,
0.495757,5.43042,
0.501054,5.4754,
0.506551,5.50032,
0.511895,5.53699,
0.517231,5.57208,
0.5226,5.61002,
0.528179,5.63403,
0.533662,5.6686,
0.539128,5.70536,
0.54483,5.73024,
0.550394,5.7657,
0.556147,5.7915,
0.561769,5.82527,
0.567383,5.85769,
0.573006,5.88948,
0.578634,5.92021,
0.584289,5.95042,
0.590136,5.97519,
0.595802,6.00673,
0.601436,6.03821,
0.60701,6.073,
0.612485,6.12431,
0.618133,6.14505,
0.623869,6.17434,
0.629639,6.20584,
0.635364,6.23805,
0.640938,6.27991,
0.646674,6.31039,
0.652251,6.349,
0.657791,6.38845,
0.663514,6.41799,
0.669059,6.45528,
0.674524,6.49185,
0.679978,6.52781,
0.68541,6.56252,
0.69081,6.59726,
0.696227,6.63112,
0.701655,6.66367,
0.706838,6.69577,
0.711175,6.85729,
0.714532,7.27202,
0.715365,7.07527,
0.718485,8.54264,
0.721901,10.0986,
0.724938,11.4351,
0.727257,12.4243,
0.727257,12.4243,
0.731027,13.9955,
0.735023,15.5981,
0.739259,17.2291,
0.743749,18.8846,
0.748509,20.5607,
0.753554,22.2528,
0.758902,23.956,
0.76457,25.6648,
0.770579,27.3734,
0.776768,29.0275,
0.783143,30.6259,
0.789709,32.1672,
0.796472,33.6505,
0.803438,35.075,
0.810613,36.44,
0.818003,37.7451,
0.825615,38.99,
0.833455,40.1747,
0.841531,41.2992,
0.849848,42.3639,
0.858415,43.3694,
0.86724,44.3163,
0.876329,45.2055,
0.88569,46.0382,
0.895333,46.8155,
0.905264,47.539,
0.915494,48.2102,
0.927258,48.903,
0.940787,49.6061,
0.956345,50.3053,
0.974237,50.9842,
0.994812,51.6253,
1.01847,52.2109,
1.04569,52.7249,
1.07698,53.1552,
1.11296,53.4952,
1.15435,53.7455,
1.20194,53.9142,
1.25667,54.0159,
