File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.262e+01
Avg = 1.213e+01
SD = 8.553e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.262e+00,1.631e+00,264764,2.239e+01
2,3.262e+00,6.524e+00,4.893e+00,167403,1.496e+01
3,6.524e+00,9.786e+00,8.155e+00,99622,8.692e+00
4,9.786e+00,1.305e+01,1.142e+01,82606,7.153e+00
5,1.305e+01,1.631e+01,1.468e+01,92440,8.043e+00
6,1.631e+01,1.957e+01,1.794e+01,132869,1.175e+01
7,1.957e+01,2.283e+01,2.120e+01,171981,1.500e+01
8,2.283e+01,2.610e+01,2.446e+01,99561,8.630e+00
9,2.610e+01,2.936e+01,2.773e+01,53020,3.025e+00
10,2.936e+01,3.262e+01,3.099e+01,17306,3.584e-01
