File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.598e+01
Avg = 1.374e+01
SD = 9.618e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.598e+00,1.799e+00,355784,2.168e+01
2,3.598e+00,7.195e+00,5.396e+00,189927,1.194e+01
3,7.195e+00,1.079e+01,8.994e+00,169549,1.071e+01
4,1.079e+01,1.439e+01,1.259e+01,132642,8.202e+00
5,1.439e+01,1.799e+01,1.619e+01,148982,9.317e+00
6,1.799e+01,2.159e+01,1.979e+01,168275,1.057e+01
7,2.159e+01,2.518e+01,2.338e+01,186663,1.160e+01
8,2.518e+01,2.878e+01,2.698e+01,184226,1.131e+01
9,2.878e+01,3.238e+01,3.058e+01,64733,3.931e+00
10,3.238e+01,3.598e+01,3.418e+01,36175,7.473e-01
