File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.826e+01
Avg = 1.058e+01
SD = 7.576e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.826e+00,1.413e+00,202408,2.225e+01
2,2.826e+00,5.651e+00,4.239e+00,116794,1.333e+01
3,5.651e+00,8.477e+00,7.064e+00,93954,1.061e+01
4,8.477e+00,1.130e+01,9.890e+00,66780,7.278e+00
5,1.130e+01,1.413e+01,1.272e+01,89028,9.959e+00
6,1.413e+01,1.695e+01,1.554e+01,88284,1.006e+01
7,1.695e+01,1.978e+01,1.837e+01,89665,1.018e+01
8,1.978e+01,2.261e+01,2.119e+01,107863,1.194e+01
9,2.261e+01,2.543e+01,2.402e+01,70784,4.059e+00
10,2.543e+01,2.826e+01,2.684e+01,5764,3.420e-01
