File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.191e+01
Avg = 8.124e+00
SD = 4.592e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.191e+00,1.095e+00,44328,4.733e+00
2,2.191e+00,4.382e+00,3.286e+00,238177,2.663e+01
3,4.382e+00,6.573e+00,5.477e+00,130943,1.464e+01
4,6.573e+00,8.764e+00,7.668e+00,87369,9.745e+00
5,8.764e+00,1.095e+01,9.859e+00,95031,1.061e+01
6,1.095e+01,1.315e+01,1.205e+01,153264,1.707e+01
7,1.315e+01,1.534e+01,1.424e+01,93668,1.070e+01
8,1.534e+01,1.753e+01,1.643e+01,40763,4.471e+00
9,1.753e+01,1.972e+01,1.862e+01,35801,1.140e+00
10,1.972e+01,2.191e+01,2.081e+01,4032,2.697e-01
