File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.461e+01
Avg = 5.480e+00
SD = 2.837e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.461e+00,7.305e-01,210822,5.573e+00
2,1.461e+00,2.922e+00,2.191e+00,650132,1.913e+01
3,2.922e+00,4.383e+00,3.652e+00,586319,1.718e+01
4,4.383e+00,5.844e+00,5.113e+00,404281,1.164e+01
5,5.844e+00,7.305e+00,6.574e+00,452255,1.306e+01
6,7.305e+00,8.765e+00,8.035e+00,716292,2.079e+01
7,8.765e+00,1.023e+01,9.496e+00,300175,9.036e+00
8,1.023e+01,1.169e+01,1.096e+01,115399,2.931e+00
9,1.169e+01,1.315e+01,1.242e+01,26601,4.461e-01
10,1.315e+01,1.461e+01,1.388e+01,2944,2.166e-01
