File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.241e+01
Avg = 1.678e+01
SD = 1.186e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.241e+00,2.121e+00,270661,2.121e+01
2,4.241e+00,8.482e+00,6.362e+00,150321,1.204e+01
3,8.482e+00,1.272e+01,1.060e+01,134595,1.079e+01
4,1.272e+01,1.696e+01,1.484e+01,99334,7.868e+00
5,1.696e+01,2.121e+01,1.909e+01,114081,9.165e+00
6,2.121e+01,2.545e+01,2.333e+01,119154,9.613e+00
7,2.545e+01,2.969e+01,2.757e+01,119908,9.576e+00
8,2.969e+01,3.393e+01,3.181e+01,142252,1.123e+01
9,3.393e+01,3.817e+01,3.605e+01,89802,7.025e+00
10,3.817e+01,4.241e+01,4.029e+01,42428,1.477e+00
