File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.760e+01
Avg = 6.106e+00
SD = 4.694e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.760e+00,8.799e-01,144423,2.862e+01
2,1.760e+00,3.520e+00,2.640e+00,70038,1.416e+01
3,3.520e+00,5.279e+00,4.399e+00,31532,6.122e+00
4,5.279e+00,7.039e+00,6.159e+00,28115,5.329e+00
5,7.039e+00,8.799e+00,7.919e+00,39354,7.802e+00
6,8.799e+00,1.056e+01,9.679e+00,65217,1.340e+01
7,1.056e+01,1.232e+01,1.144e+01,74029,1.476e+01
8,1.232e+01,1.408e+01,1.320e+01,42544,7.878e+00
9,1.408e+01,1.584e+01,1.496e+01,33508,1.417e+00
10,1.584e+01,1.760e+01,1.672e+01,4024,5.050e-01
