File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.137e+01
Avg = 2.226e+01
SD = 1.414e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.137e+00,2.569e+00,199194,1.550e+01
2,5.137e+00,1.027e+01,7.706e+00,152136,1.218e+01
3,1.027e+01,1.541e+01,1.284e+01,136375,1.093e+01
4,1.541e+01,2.055e+01,1.798e+01,121861,9.720e+00
5,2.055e+01,2.569e+01,2.312e+01,104921,8.342e+00
6,2.569e+01,3.082e+01,2.825e+01,127448,1.033e+01
7,3.082e+01,3.596e+01,3.339e+01,126657,1.010e+01
8,3.596e+01,4.110e+01,3.853e+01,136484,1.086e+01
9,4.110e+01,4.623e+01,4.367e+01,126808,9.936e+00
10,4.623e+01,5.137e+01,4.880e+01,50652,2.106e+00
