File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.080e+01
Avg = 1.158e+01
SD = 7.754e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.080e+00,1.540e+00,143420,1.538e+01
2,3.080e+00,6.160e+00,4.620e+00,195520,2.155e+01
3,6.160e+00,9.240e+00,7.700e+00,84073,9.197e+00
4,9.240e+00,1.232e+01,1.078e+01,69039,7.542e+00
5,1.232e+01,1.540e+01,1.386e+01,75234,8.207e+00
6,1.540e+01,1.848e+01,1.694e+01,104476,1.146e+01
7,1.848e+01,2.156e+01,2.002e+01,145763,1.597e+01
8,2.156e+01,2.464e+01,2.310e+01,66121,7.184e+00
9,2.464e+01,2.772e+01,2.618e+01,35593,2.804e+00
10,2.772e+01,3.080e+01,2.926e+01,20893,7.167e-01
