File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.278e+01
Avg = 8.568e+00
SD = 5.861e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.279e+00,1.139e+00,174058,1.864e+01
2,2.279e+00,4.557e+00,3.418e+00,169572,1.879e+01
3,4.557e+00,6.836e+00,5.696e+00,79771,8.732e+00
4,6.836e+00,9.114e+00,7.975e+00,67117,7.331e+00
5,9.114e+00,1.139e+01,1.025e+01,72928,7.951e+00
6,1.139e+01,1.367e+01,1.253e+01,99458,1.091e+01
7,1.367e+01,1.595e+01,1.481e+01,147845,1.620e+01
8,1.595e+01,1.823e+01,1.709e+01,69801,7.595e+00
9,1.823e+01,2.051e+01,1.937e+01,36870,3.079e+00
10,2.051e+01,2.278e+01,2.165e+01,22712,7.711e-01
