File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.406e+01
Avg = 1.772e+01
SD = 1.262e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.406e+00,2.203e+00,269240,2.148e+01
2,4.406e+00,8.813e+00,6.610e+00,159864,1.313e+01
3,8.813e+00,1.322e+01,1.102e+01,121106,9.752e+00
4,1.322e+01,1.763e+01,1.542e+01,77539,6.182e+00
5,1.763e+01,2.203e+01,1.983e+01,79946,6.384e+00
6,2.203e+01,2.644e+01,2.424e+01,123802,1.003e+01
7,2.644e+01,3.085e+01,2.864e+01,147061,1.199e+01
8,3.085e+01,3.525e+01,3.305e+01,164674,1.328e+01
9,3.525e+01,3.966e+01,3.746e+01,81508,6.490e+00
10,3.966e+01,4.406e+01,4.186e+01,39712,1.281e+00
