File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.596e+01
Avg = 1.387e+01
SD = 9.938e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.596e+00,1.798e+00,205512,2.220e+01
2,3.596e+00,7.192e+00,5.394e+00,119831,1.357e+01
3,7.192e+00,1.079e+01,8.991e+00,81106,8.973e+00
4,1.079e+01,1.438e+01,1.259e+01,63997,7.038e+00
5,1.438e+01,1.798e+01,1.618e+01,68352,7.521e+00
6,1.798e+01,2.158e+01,1.978e+01,96753,1.076e+01
7,2.158e+01,2.517e+01,2.338e+01,121703,1.357e+01
8,2.517e+01,2.877e+01,2.697e+01,97756,1.079e+01
9,2.877e+01,3.237e+01,3.057e+01,44575,4.533e+00
10,3.237e+01,3.596e+01,3.416e+01,32399,1.042e+00
