File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.961e+01
Avg = 1.196e+01
SD = 8.553e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.961e+00,1.480e+00,140508,2.148e+01
2,2.961e+00,5.921e+00,4.441e+00,76092,1.207e+01
3,5.921e+00,8.882e+00,7.402e+00,65674,1.047e+01
4,8.882e+00,1.184e+01,1.036e+01,47128,6.988e+00
5,1.184e+01,1.480e+01,1.332e+01,54805,8.443e+00
6,1.480e+01,1.776e+01,1.628e+01,60142,9.502e+00
7,1.776e+01,2.072e+01,1.924e+01,60349,9.530e+00
8,2.072e+01,2.369e+01,2.221e+01,62088,9.771e+00
9,2.369e+01,2.665e+01,2.517e+01,68522,1.017e+01
10,2.665e+01,2.961e+01,2.813e+01,39928,1.586e+00
