File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.327e+01
Avg = 8.929e+00
SD = 5.465e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.327e+00,1.164e+00,65258,6.908e+00
2,2.327e+00,4.654e+00,3.491e+00,242832,2.664e+01
3,4.654e+00,6.982e+00,5.818e+00,115311,1.262e+01
4,6.982e+00,9.309e+00,8.145e+00,75577,8.248e+00
5,9.309e+00,1.164e+01,1.047e+01,79490,8.685e+00
6,1.164e+01,1.396e+01,1.280e+01,107758,1.182e+01
7,1.396e+01,1.629e+01,1.513e+01,138647,1.519e+01
8,1.629e+01,1.862e+01,1.745e+01,60935,6.604e+00
9,1.862e+01,2.094e+01,1.978e+01,35119,2.642e+00
10,2.094e+01,2.327e+01,2.211e+01,19205,6.508e-01
