case,test_id,theta1,theta2,pt,predicted_type,confidence,type1_probability,type2_probability,type3_probability,review_priority,csv_path,plot_path
Case3,Test_112,21.0,-8.0,5371.162629558365,3,0.8583333333333333,0.008333333333333333,0.13333333333333333,0.8583333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_112.csv,data/New_Data/6x8_Case3/Original/plot_Test_112_original.png
Case3,Test_113,35.0,-2.0,6318.030640230154,3,0.7533333333333333,0.02666666666666667,0.22,0.7533333333333333,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_113.csv,data/New_Data/6x8_Case3/Original/plot_Test_113_original.png
Case3,Test_119,31.0,-10.0,6210.350260559193,3,0.8133333333333334,0.023333333333333334,0.16333333333333333,0.8133333333333334,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_119.csv,data/New_Data/6x8_Case3/Original/plot_Test_119_original.png
Case3,Test_126,-8.0,18.0,5232.978617811867,3,0.815,0.008333333333333333,0.17666666666666667,0.815,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_126.csv,data/New_Data/6x8_Case3/Original/plot_Test_126_original.png
Case3,Test_129,24.0,11.0,5787.35396635674,3,0.8583333333333333,0.018333333333333333,0.12333333333333334,0.8583333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_129.csv,data/New_Data/6x8_Case3/Original/plot_Test_129_original.png
Case3,Test_140,1.0,-3.0,11666.361419880124,3,0.9133333333333333,0.0,0.08666666666666667,0.9133333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_140.csv,data/New_Data/6x8_Case3/Original/plot_Test_140_original.png
Case3,Test_155,11.0,-32.0,6456.77124940812,3,0.7716666666666666,0.03166666666666667,0.19666666666666666,0.7716666666666666,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_155.csv,data/New_Data/6x8_Case3/Original/plot_Test_155_original.png
Case3,Test_159,-9.0,-4.0,4267.5360078672375,3,0.8816666666666667,0.01,0.10833333333333334,0.8816666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_159.csv,data/New_Data/6x8_Case3/Original/plot_Test_159_original.png
Case3,Test_164,-16.0,-5.0,5049.757238613182,3,0.8583333333333333,0.008333333333333333,0.13333333333333333,0.8583333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_164.csv,data/New_Data/6x8_Case3/Original/plot_Test_164_original.png
Case3,Test_165,-5.0,10.0,4616.933906948276,3,0.89,0.008333333333333333,0.10166666666666667,0.89,low,data/New_Data/csv_6x8_Case3/force_disp_Test_165.csv,data/New_Data/6x8_Case3/Original/plot_Test_165_original.png
Case3,Test_167,-4.0,-6.0,4475.429064875118,3,0.8833333333333333,0.013333333333333334,0.10333333333333333,0.8833333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_167.csv,data/New_Data/6x8_Case3/Original/plot_Test_167_original.png
Case3,Test_168,-5.0,-1.0,11596.198175792388,3,0.915,0.0,0.085,0.915,low,data/New_Data/csv_6x8_Case3/force_disp_Test_168.csv,data/New_Data/6x8_Case3/Original/plot_Test_168_original.png
Case3,Test_171,-6.0,-18.0,5089.866871509018,3,0.875,0.006666666666666667,0.11833333333333333,0.875,low,data/New_Data/csv_6x8_Case3/force_disp_Test_171.csv,data/New_Data/6x8_Case3/Original/plot_Test_171_original.png
Case3,Test_189,34.0,0.0,6261.329657585698,3,0.7466666666666667,0.025,0.22833333333333333,0.7466666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_189.csv,data/New_Data/6x8_Case3/Original/plot_Test_189_original.png
Case3,Test_194,-11.0,-16.0,5228.982367353595,3,0.8766666666666667,0.008333333333333333,0.115,0.8766666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_194.csv,data/New_Data/6x8_Case3/Original/plot_Test_194_original.png
Case3,Test_204,27.0,-22.0,7045.469380476001,3,0.6983333333333334,0.055,0.24666666666666667,0.6983333333333334,high,data/New_Data/csv_6x8_Case3/force_disp_Test_204.csv,data/New_Data/6x8_Case3/Original/plot_Test_204_original.png
Case3,Test_210,-10.0,23.0,5824.119094159258,3,0.83,0.018333333333333333,0.15166666666666667,0.83,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_210.csv,data/New_Data/6x8_Case3/Original/plot_Test_210_original.png
Case3,Test_215,9.0,13.0,4852.8217401138245,3,0.885,0.01,0.105,0.885,low,data/New_Data/csv_6x8_Case3/force_disp_Test_215.csv,data/New_Data/6x8_Case3/Original/plot_Test_215_original.png
Case3,Test_218,5.0,-15.0,4859.4613298703125,3,0.88,0.006666666666666667,0.11333333333333333,0.88,low,data/New_Data/csv_6x8_Case3/force_disp_Test_218.csv,data/New_Data/6x8_Case3/Original/plot_Test_218_original.png
Case3,Test_220,14.0,-23.0,5959.955807120186,3,0.845,0.018333333333333333,0.13666666666666666,0.845,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_220.csv,data/New_Data/6x8_Case3/Original/plot_Test_220_original.png
Case3,Test_224,-4.0,-43.0,6764.1115453021275,3,0.5883333333333334,0.035,0.37666666666666665,0.5883333333333334,high,data/New_Data/csv_6x8_Case3/force_disp_Test_224.csv,data/New_Data/6x8_Case3/Original/plot_Test_224_original.png
Case3,Test_227,-42.0,-6.0,6693.42287489041,3,0.5866666666666667,0.035,0.37833333333333335,0.5866666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_227.csv,data/New_Data/6x8_Case3/Original/plot_Test_227_original.png
Case3,Test_232,-8.0,-27.0,5850.978171923159,3,0.8416666666666667,0.015,0.14333333333333334,0.8416666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_232.csv,data/New_Data/6x8_Case3/Original/plot_Test_232_original.png
Case3,Test_239,30.0,17.0,6747.046115477801,3,0.7216666666666667,0.041666666666666664,0.23666666666666666,0.7216666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_239.csv,data/New_Data/6x8_Case3/Original/plot_Test_239_original.png
Case3,Test_241,13.0,6.0,4704.787468038525,3,0.8833333333333333,0.01,0.10666666666666667,0.8833333333333333,low,data/New_Data/csv_6x8_Case3/force_disp_Test_241.csv,data/New_Data/6x8_Case3/Original/plot_Test_241_original.png
Case3,Test_245,-34.0,-14.0,6785.684103409566,3,0.6816666666666666,0.04,0.2783333333333333,0.6816666666666666,high,data/New_Data/csv_6x8_Case3/force_disp_Test_245.csv,data/New_Data/6x8_Case3/Original/plot_Test_245_original.png
Case3,Test_248,6.0,27.0,5791.7739625133845,3,0.83,0.015,0.155,0.83,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_248.csv,data/New_Data/6x8_Case3/Original/plot_Test_248_original.png
Case3,Test_249,6.0,16.0,5014.305032626578,3,0.8816666666666667,0.008333333333333333,0.11,0.8816666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_249.csv,data/New_Data/6x8_Case3/Original/plot_Test_249_original.png
Case3,Test_256,-25.0,-11.0,5843.190840480883,3,0.8566666666666667,0.015,0.12833333333333333,0.8566666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_256.csv,data/New_Data/6x8_Case3/Original/plot_Test_256_original.png
Case3,Test_259,-6.0,38.0,6503.150773829434,3,0.675,0.04,0.285,0.675,high,data/New_Data/csv_6x8_Case3/force_disp_Test_259.csv,data/New_Data/6x8_Case3/Original/plot_Test_259_original.png
Case3,Test_261,-14.0,-28.0,6418.458738778324,3,0.8166666666666667,0.02,0.16333333333333333,0.8166666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_261.csv,data/New_Data/6x8_Case3/Original/plot_Test_261_original.png
Case3,Test_263,-24.0,2.0,5479.198870742019,3,0.8433333333333334,0.008333333333333333,0.14833333333333334,0.8433333333333334,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_263.csv,data/New_Data/6x8_Case3/Original/plot_Test_263_original.png
Case3,Test_274,30.0,-25.0,7630.3017033136175,3,0.5166666666666667,0.10166666666666667,0.38166666666666665,0.5166666666666667,high,data/New_Data/csv_6x8_Case3/force_disp_Test_274.csv,data/New_Data/6x8_Case3/Original/plot_Test_274_original.png
Case3,Test_280,-31.0,-12.0,6447.859363591536,3,0.7983333333333333,0.02,0.18166666666666667,0.7983333333333333,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_280.csv,data/New_Data/6x8_Case3/Original/plot_Test_280_original.png
Case3,Test_283,34.0,-21.0,7418.9342705987065,3,0.49666666666666665,0.08,0.42333333333333334,0.49666666666666665,high,data/New_Data/csv_6x8_Case3/force_disp_Test_283.csv,data/New_Data/6x8_Case3/Original/plot_Test_283_original.png
Case3,Test_284,16.0,16.0,5666.968376549154,3,0.875,0.013333333333333334,0.11166666666666666,0.875,low,data/New_Data/csv_6x8_Case3/force_disp_Test_284.csv,data/New_Data/6x8_Case3/Original/plot_Test_284_original.png
Case3,Test_291,26.0,5.0,5777.273059932448,3,0.865,0.013333333333333334,0.12166666666666667,0.865,low,data/New_Data/csv_6x8_Case3/force_disp_Test_291.csv,data/New_Data/6x8_Case3/Original/plot_Test_291_original.png
Case3,Test_293,-28.0,11.0,6153.353974245149,3,0.8366666666666667,0.021666666666666667,0.14166666666666666,0.8366666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_293.csv,data/New_Data/6x8_Case3/Original/plot_Test_293_original.png
Case3,Test_297,-13.0,-4.0,4763.426686540797,3,0.8766666666666667,0.011666666666666667,0.11166666666666666,0.8766666666666667,low,data/New_Data/csv_6x8_Case3/force_disp_Test_297.csv,data/New_Data/6x8_Case3/Original/plot_Test_297_original.png
Case3,Test_298,-19.0,-23.0,6549.298616527987,3,0.825,0.023333333333333334,0.15166666666666667,0.825,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_298.csv,data/New_Data/6x8_Case3/Original/plot_Test_298_original.png
Case3,Test_299,5.0,-32.0,6169.698890063019,3,0.8166666666666667,0.023333333333333334,0.16,0.8166666666666667,medium,data/New_Data/csv_6x8_Case3/force_disp_Test_299.csv,data/New_Data/6x8_Case3/Original/plot_Test_299_original.png
