File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.236e+01
Avg = 4.327e+00
SD = 2.508e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.236e+00,6.179e-01,598836,1.334e+01
2,1.236e+00,2.472e+00,1.854e+00,665914,1.710e+01
3,2.472e+00,3.707e+00,3.090e+00,585812,1.447e+01
4,3.707e+00,4.943e+00,4.325e+00,441017,1.068e+01
5,4.943e+00,6.179e+00,5.561e+00,566833,1.393e+01
6,6.179e+00,7.415e+00,6.797e+00,797591,1.961e+01
7,7.415e+00,8.651e+00,8.033e+00,347563,8.580e+00
8,8.651e+00,9.886e+00,9.269e+00,108028,1.915e+00
9,9.886e+00,1.112e+01,1.050e+01,6306,1.853e-01
10,1.112e+01,1.236e+01,1.174e+01,2880,1.786e-01
