File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.757e+01
Avg = 1.113e+01
SD = 7.302e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.757e+00,1.379e+00,123509,1.324e+01
2,2.757e+00,5.515e+00,4.136e+00,193856,2.130e+01
3,5.515e+00,8.272e+00,6.893e+00,84326,9.251e+00
4,8.272e+00,1.103e+01,9.651e+00,65887,7.191e+00
5,1.103e+01,1.379e+01,1.241e+01,67057,7.311e+00
6,1.379e+01,1.654e+01,1.517e+01,84770,9.282e+00
7,1.654e+01,1.930e+01,1.792e+01,146873,1.612e+01
8,1.930e+01,2.206e+01,2.068e+01,97542,1.064e+01
9,2.206e+01,2.482e+01,2.344e+01,44885,4.578e+00
10,2.482e+01,2.757e+01,2.620e+01,31427,1.086e+00
