File = source:G17_P01-10_SPRUE_PRESSURE.csv

Title,Packing-Sprue Pressure

Time (sec),Run 4 : G17_P04 (MPa)
0.00135878,0.00064244
0.00397685,0.00800535
0.00639736,0.00567535
0.00861689,0.383011
0.0104139,1.07369
0.0118924,2.00474
0.0126138,1.75985
0.0134078,1.68297
0.0142083,1.67969
0.014984,1.68778
0.0158559,1.71122
0.0168575,1.75129
0.0180452,1.80853
0.0194559,1.8653
0.0211169,1.94624
0.0231172,1.97967
0.0254366,2.08229
0.0278839,2.15043
0.0307427,2.21125
0.0340628,2.27084
0.0374688,2.33239
0.0413775,2.39901
0.0452206,2.45986
0.0496758,2.52749
0.0541423,2.59105
0.0593668,2.65607
0.0646675,2.71799
0.0699834,2.77437
0.0761686,2.83844
0.0823767,2.8989
0.0886592,2.9555
0.0959422,3.02076
0.103125,3.08026
0.110495,3.13878
0.117984,3.19423
0.12664,3.25643
0.1353,3.31801
0.144055,3.37838
0.152902,3.43586
0.161895,3.49392
0.172292,3.56763
0.18264,3.64592
0.193105,3.71677
0.20358,3.7809
0.214194,3.84441
0.226527,3.91168
0.23885,3.97818
0.251339,4.04223
0.26382,4.10233
0.276333,4.16109
0.288989,4.22009
0.303615,4.28262
0.318475,4.34858
0.333632,4.41755
0.348566,4.51619
0.363504,4.62687
0.37847,4.74553
0.39347,4.86912
0.408612,4.9965
0.423842,5.12519
0.441479,5.25551
0.459349,5.41054
0.47728,5.55919
0.495001,5.70549
0.511464,5.86861
0.526472,6.0822
0.541563,6.2097
0.556078,6.3616
0.56993,6.51784
0.583568,6.66578
0.597123,6.81414
0.61058,6.9618
0.624039,7.1089
0.637413,7.25711
0.650798,7.40528
0.662444,7.54421
0.673959,7.66483
0.68541,7.79124
0.697109,7.92083
0.708558,8.05078
0.720146,8.18266
0.731502,8.31261
0.742954,8.44642
0.754466,8.58128
0.765788,8.71378
0.777172,8.84756
0.788612,8.98044
0.800066,9.11428
0.81147,9.24904
0.822868,9.3842
0.834258,9.5187
0.845724,9.65459
0.857306,9.79104
0.868971,9.92753
0.880657,10.0648
0.892406,10.2045
0.90429,10.3442
0.916217,10.4834
0.928293,10.6255
0.940442,10.7666
0.952714,10.9089
0.965155,11.0528
0.977689,11.1993
0.990355,11.3456
1.00294,11.4917
1.01584,11.6374
1.02895,11.7901
1.0421,11.9414
1.05523,12.0923
1.06853,12.2437
1.08212,12.3984
1.09576,12.5557
1.10949,12.7126
1.12316,12.8688
1.13673,13.0219
1.15014,13.175
1.16327,13.3369
1.17635,13.4907
1.18946,13.6458
1.20266,13.8021
1.21589,13.9598
1.22906,14.117
1.24229,14.2725
1.25554,14.4275
1.26876,14.5821
1.28194,14.7353
1.29509,14.8861
1.30815,15.0363
1.32127,15.185
1.33451,15.3332
1.34778,15.482
1.36106,15.6522
1.37375,15.8018
1.3864,15.9176
1.39953,16.0525
1.41275,16.1975
1.42608,16.3418
1.43919,16.5042
1.45184,16.6264
1.46498,16.7603
1.47818,16.9239
1.49082,17.0444
1.5039,17.1838
1.51674,17.3209
1.52669,17.4467
1.53846,22.4467
1.55045,26.9377
1.55045,26.9377
1.56075,30.3328
1.57136,33.4696
1.58229,36.3577
1.59355,39.0074
1.60514,41.4294
1.61708,43.6349
1.62938,45.6353
1.64205,47.4423
1.65509,49.0678
1.66853,50.5235
1.68237,51.8215
1.69663,52.9733
1.71132,53.9905
1.72644,54.8843
1.74384,55.7568
1.76384,56.5856
1.78685,57.3481
1.8133,58.0232
1.84373,58.5942
1.87871,59.0511
1.91895,59.3926
1.96522,59.6274
2.01843,59.7724
2.07696,59.8471
2.14135,59.8812
2.21217,59.8945
2.29008,59.8988
2.37577,59.8998
2.47004,59.9
2.57373,59.9
2.6878,59.9
2.81327,59.9
2.95128,59.9
3.1031,59.9
3.2701,59.9
3.4538,59.9
3.47869,59.9
3.49538,49.9
3.51458,40.3199
3.53666,31.4179
3.56205,23.4408
3.59125,16.5964
3.62483,11.0235
3.66344,6.76676
3.70785,3.7618
3.75892,1.84069
3.81509,0.80667
3.87689,0.308202
3.94486,0.0987091
4.01963,0.0249044
4.10187,0.00442132
4.19235,0.000421283
4.29186,2.02764e-06
4.40134,1e-06
4.52175,1e-06
4.72382,1e-06
4.92791,1e-06
5.13404,1e-06
5.34223,1e-06
5.55251,1e-06
5.76488,1e-06
5.97938,1e-06
6.19603,1e-06
6.41484,1e-06
6.63584,1e-06
6.85905,1e-06
7.08449,1e-06
7.31219,1e-06
7.54216,1e-06
7.77443,1e-06
8.00903,1e-06
8.24597,1e-06
8.48528,1e-06
8.72699,1e-06
8.97111,1e-06
9.21767,1e-06
9.4667,1e-06
9.71822,1e-06
9.97225,1e-06
10.2288,1e-06
10.488,1e-06
10.7497,1e-06
11.014,1e-06
11.281,1e-06
11.5507,1e-06
11.823,1e-06
12.0981,1e-06
12.376,1e-06
12.6566,1e-06
12.94,1e-06
13.2262,1e-06
13.5154,1e-06
13.8074,1e-06
14.1023,1e-06
14.4002,1e-06
14.701,1e-06
15.0049,1e-06
15.3118,1e-06
15.6217,1e-06
15.9348,1e-06
16.251,1e-06
16.5704,1e-06
16.8929,1e-06
17.2187,1e-06
17.5478,1e-06
17.8801,1e-06
18.0787,1e-06
18.2971,1e-06
