File= Filling_Pressure.csv
Min = 0.000e+00
Max = 5.089e+01
Avg = 2.149e+01
SD = 1.535e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,5.089e+00,2.544e+00,197090,2.060e+01
2,5.089e+00,1.018e+01,7.633e+00,119128,1.303e+01
3,1.018e+01,1.527e+01,1.272e+01,92882,1.006e+01
4,1.527e+01,2.036e+01,1.781e+01,54080,5.737e+00
5,2.036e+01,2.544e+01,2.290e+01,51990,5.528e+00
6,2.544e+01,3.053e+01,2.799e+01,73568,7.854e+00
7,3.053e+01,3.562e+01,3.308e+01,107182,1.166e+01
8,3.562e+01,4.071e+01,3.817e+01,120224,1.281e+01
9,4.071e+01,4.580e+01,4.326e+01,92330,9.936e+00
10,4.580e+01,5.089e+01,4.835e+01,51266,2.783e+00
