File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.253e+01
Avg = 1.287e+01
SD = 9.194e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.253e+00,1.626e+00,205784,2.223e+01
2,3.253e+00,6.506e+00,4.879e+00,115421,1.307e+01
3,6.506e+00,9.758e+00,8.132e+00,79006,8.757e+00
4,9.758e+00,1.301e+01,1.138e+01,61001,6.694e+00
5,1.301e+01,1.626e+01,1.464e+01,63390,6.977e+00
6,1.626e+01,1.952e+01,1.789e+01,87121,9.668e+00
7,1.952e+01,2.277e+01,2.114e+01,118045,1.333e+01
8,2.277e+01,2.602e+01,2.440e+01,118544,1.295e+01
9,2.602e+01,2.928e+01,2.765e+01,48021,5.076e+00
10,2.928e+01,3.253e+01,3.090e+01,35651,1.236e+00
