File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.515e+01
Avg = 8.663e+00
SD = 6.340e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.515e+00,1.257e+00,234752,2.518e+01
2,2.515e+00,5.029e+00,3.772e+00,124332,1.394e+01
3,5.029e+00,7.544e+00,6.287e+00,81600,8.850e+00
4,7.544e+00,1.006e+01,8.801e+00,72934,7.799e+00
5,1.006e+01,1.257e+01,1.132e+01,90637,9.813e+00
6,1.257e+01,1.509e+01,1.383e+01,115324,1.291e+01
7,1.509e+01,1.760e+01,1.634e+01,126492,1.375e+01
8,1.760e+01,2.012e+01,1.886e+01,52981,5.743e+00
9,2.012e+01,2.263e+01,2.137e+01,46708,1.713e+00
10,2.263e+01,2.515e+01,2.389e+01,4384,3.011e-01
