File= Filling_Pressure.csv
Min = 0.000e+00
Max = 3.716e+01
Avg = 1.319e+01
SD = 9.399e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,3.716e+00,1.858e+00,345760,2.105e+01
2,3.716e+00,7.432e+00,5.574e+00,259405,1.633e+01
3,7.432e+00,1.115e+01,9.289e+00,171277,1.077e+01
4,1.115e+01,1.486e+01,1.301e+01,137427,8.487e+00
5,1.486e+01,1.858e+01,1.672e+01,162278,1.021e+01
6,1.858e+01,2.229e+01,2.044e+01,163962,1.025e+01
7,2.229e+01,2.601e+01,2.415e+01,201349,1.240e+01
8,2.601e+01,2.973e+01,2.787e+01,119594,7.358e+00
9,2.973e+01,3.344e+01,3.158e+01,48270,2.670e+00
10,3.344e+01,3.716e+01,3.530e+01,27634,4.749e-01
