File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.184e+01
Avg = 4.172e+00
SD = 2.201e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.184e+00,5.921e-01,282364,6.517e+00
2,1.184e+00,2.368e+00,1.776e+00,893156,2.204e+01
3,2.368e+00,3.553e+00,2.961e+00,640383,1.589e+01
4,3.553e+00,4.737e+00,4.145e+00,505429,1.246e+01
5,4.737e+00,5.921e+00,5.329e+00,642283,1.586e+01
6,5.921e+00,7.105e+00,6.513e+00,748389,1.835e+01
7,7.105e+00,8.289e+00,7.697e+00,260192,6.417e+00
8,8.289e+00,9.474e+00,8.882e+00,106389,2.060e+00
9,9.474e+00,1.066e+01,1.007e+01,10666,2.200e-01
10,1.066e+01,1.184e+01,1.125e+01,2880,1.875e-01
