File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.041e+01
Avg = 7.270e+00
SD = 5.567e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.041e+00,1.021e+00,135478,2.673e+01
2,2.041e+00,4.082e+00,3.062e+00,77789,1.583e+01
3,4.082e+00,6.124e+00,5.103e+00,31864,6.167e+00
4,6.124e+00,8.165e+00,7.144e+00,27071,5.142e+00
5,8.165e+00,1.021e+01,9.185e+00,36157,7.138e+00
6,1.021e+01,1.225e+01,1.123e+01,60883,1.249e+01
7,1.225e+01,1.429e+01,1.327e+01,63542,1.297e+01
8,1.429e+01,1.633e+01,1.531e+01,54639,1.054e+01
9,1.633e+01,1.837e+01,1.735e+01,41329,2.482e+00
10,1.837e+01,2.041e+01,1.939e+01,4032,5.062e-01
