File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.694e+01
Avg = 1.082e+01
SD = 6.670e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.694e+00,1.347e+00,82975,8.843e+00
2,2.694e+00,5.389e+00,4.042e+00,216481,2.374e+01
3,5.389e+00,8.083e+00,6.736e+00,95885,1.052e+01
4,8.083e+00,1.078e+01,9.431e+00,73370,8.004e+00
5,1.078e+01,1.347e+01,1.213e+01,74569,8.138e+00
6,1.347e+01,1.617e+01,1.482e+01,97981,1.074e+01
7,1.617e+01,1.886e+01,1.751e+01,158067,1.732e+01
8,1.886e+01,2.156e+01,2.021e+01,78842,8.587e+00
9,2.156e+01,2.425e+01,2.290e+01,39293,3.348e+00
10,2.425e+01,2.694e+01,2.560e+01,22669,7.624e-01
