File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.475e+01
Avg = 4.197e+00
SD = 3.025e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.475e+00,7.376e-01,302118,2.397e+01
2,1.475e+00,2.950e+00,2.213e+00,231944,1.907e+01
3,2.950e+00,4.426e+00,3.688e+00,164243,1.312e+01
4,4.426e+00,5.901e+00,5.163e+00,152718,1.240e+01
5,5.901e+00,7.376e+00,6.638e+00,151522,1.220e+01
6,7.376e+00,8.851e+00,8.114e+00,148855,1.192e+01
7,8.851e+00,1.033e+01,9.589e+00,58858,4.903e+00
8,1.033e+01,1.180e+01,1.106e+01,46786,1.998e+00
9,1.180e+01,1.328e+01,1.254e+01,20744,2.814e-01
10,1.328e+01,1.475e+01,1.401e+01,2880,1.259e-01
