File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.265e+01
Avg = 1.751e+01
SD = 1.257e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.265e+00,2.133e+00,205972,2.158e+01
2,4.265e+00,8.530e+00,6.398e+00,120925,1.327e+01
3,8.530e+00,1.280e+01,1.066e+01,87952,9.463e+00
4,1.280e+01,1.706e+01,1.493e+01,53683,5.683e+00
5,1.706e+01,2.133e+01,1.919e+01,54200,5.779e+00
6,2.133e+01,2.559e+01,2.346e+01,84968,9.088e+00
7,2.559e+01,2.986e+01,2.772e+01,110520,1.210e+01
8,2.986e+01,3.412e+01,3.199e+01,121542,1.299e+01
9,3.412e+01,3.839e+01,3.625e+01,76634,8.070e+00
10,3.839e+01,4.265e+01,4.052e+01,43344,1.969e+00
