File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.702e+01
Avg = 5.688e+00
SD = 3.737e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.702e+00,8.512e-01,135509,1.502e+01
2,1.702e+00,3.405e+00,2.554e+00,216985,2.418e+01
3,3.405e+00,5.108e+00,4.256e+00,91525,1.021e+01
4,5.108e+00,6.810e+00,5.959e+00,82208,9.165e+00
5,6.810e+00,8.512e+00,7.661e+00,99904,1.120e+01
6,8.512e+00,1.022e+01,9.364e+00,156173,1.747e+01
7,1.022e+01,1.192e+01,1.107e+01,74166,8.428e+00
8,1.192e+01,1.362e+01,1.277e+01,33501,3.346e+00
9,1.362e+01,1.532e+01,1.447e+01,29373,7.197e-01
10,1.532e+01,1.702e+01,1.617e+01,4032,2.697e-01
