File= Filling_Pressure.csv
Min = 0.000e+00
Max = 1.979e+01
Avg = 6.518e+00
SD = 4.356e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,1.979e+00,9.896e-01,128872,1.814e+01
2,1.979e+00,3.958e+00,2.969e+00,143839,2.178e+01
3,3.958e+00,5.938e+00,4.948e+00,72149,1.053e+01
4,5.938e+00,7.917e+00,6.927e+00,62148,9.073e+00
5,7.917e+00,9.896e+00,8.906e+00,77740,1.153e+01
6,9.896e+00,1.188e+01,1.089e+01,109981,1.624e+01
7,1.188e+01,1.385e+01,1.286e+01,57795,8.478e+00
8,1.385e+01,1.583e+01,1.484e+01,34954,3.359e+00
9,1.583e+01,1.781e+01,1.682e+01,22506,5.983e-01
10,1.781e+01,1.979e+01,1.880e+01,3224,2.775e-01
