File= Filling_Pressure.csv
Min = 0.000e+00
Max = 4.071e+01
Avg = 1.625e+01
SD = 1.146e+01

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,4.071e+00,2.035e+00,329950,2.145e+01
2,4.071e+00,8.142e+00,6.106e+00,178364,1.192e+01
3,8.142e+00,1.221e+01,1.018e+01,152289,1.016e+01
4,1.221e+01,1.628e+01,1.425e+01,111847,7.335e+00
5,1.628e+01,2.035e+01,1.832e+01,113265,7.475e+00
6,2.035e+01,2.443e+01,2.239e+01,153735,1.026e+01
7,2.443e+01,2.850e+01,2.646e+01,173450,1.153e+01
8,2.850e+01,3.257e+01,3.053e+01,193300,1.272e+01
9,3.257e+01,3.664e+01,3.460e+01,84648,5.561e+00
10,3.664e+01,4.071e+01,3.867e+01,49452,1.581e+00
