File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.450e+01
Avg = 8.897e+00
SD = 6.217e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.450e+00,1.225e+00,178152,1.916e+01
2,2.450e+00,4.900e+00,3.675e+00,175137,1.970e+01
3,4.900e+00,7.350e+00,6.125e+00,85195,9.388e+00
4,7.350e+00,9.800e+00,8.575e+00,66466,7.333e+00
5,9.800e+00,1.225e+01,1.103e+01,77304,8.558e+00
6,1.225e+01,1.470e+01,1.348e+01,104317,1.171e+01
7,1.470e+01,1.715e+01,1.593e+01,121787,1.346e+01
8,1.715e+01,1.960e+01,1.838e+01,65788,7.186e+00
9,1.960e+01,2.205e+01,2.083e+01,36526,2.786e+00
10,2.205e+01,2.450e+01,2.328e+01,21312,7.195e-01
