File = source:G14_P01-10_SPRUE_PRESSURE.csv

Title,Packing-Sprue Pressure

Time (sec),Run 8 : G14_P08 (MPa)
0.0010137,0.000186761
0.00250018,0.0027437
0.00411186,0.00385506
0.00584262,0.0051369
0.00754347,0.0232626
0.00970981,0.0366
0.0117044,0.740107
0.0140163,1.2524
0.0158583,1.78451
0.016977,1.65098
0.0180699,1.61985
0.0191877,1.65695
0.0203795,1.69417
0.0215959,1.73624
0.0230538,1.79631
0.0248065,1.85331
0.0268575,1.93391
0.0292311,1.98953
0.0318964,2.09116
0.0351355,2.16407
0.0382399,2.25266
0.0419462,2.3277
0.0455605,2.40836
0.0498875,2.48293
0.054061,2.56437
0.059153,2.65153
0.0640801,2.73128
0.0697179,2.81763
0.0754158,2.9045
0.081186,2.97444
0.0873083,3.04947
0.0944783,3.13692
0.101391,3.22914
0.108289,3.29883
0.116668,3.39792
0.124768,3.51886
0.132835,3.63348
0.141418,3.77028
0.150109,3.90447
0.1598,4.03801
0.169378,4.16951
0.179123,4.27933
0.189334,4.39064
0.199208,4.49793
0.209083,4.60137
0.218727,4.73564
0.227338,4.95298
0.237273,5.12189
0.247051,5.31531
0.256682,5.50927
0.266258,5.70551
0.275872,5.90122
0.285291,6.0978
0.294165,6.31692
0.302652,6.5239
0.311147,6.73075
0.319652,6.94573
0.327039,7.13697
0.334446,7.31837
0.34174,7.51088
0.349056,7.69772
0.356386,7.92582
0.363165,8.11621
0.370026,8.27023
0.377271,8.48898
0.38335,8.67144
0.389384,8.79614
0.395909,8.9871
0.401994,9.15683
0.408089,9.28829
0.414696,9.452
0.421388,9.64857
0.427855,9.78781
0.434661,9.94769
0.441533,10.1391
0.448198,10.2758
0.455342,10.465
0.462207,10.6328
0.468962,10.7915
0.475917,10.9457
0.483066,11.1083
0.490118,11.2391
0.497653,11.4255
0.505035,11.5682
0.513727,11.7751
0.521909,11.9872
0.530012,12.1749
0.537963,12.3439
0.546207,12.5425
0.554537,12.7873
0.562529,12.9707
0.570866,13.1761
0.579184,13.4331
0.587112,13.6544
0.59493,13.8576
0.60279,14.0617
0.610655,14.2705
0.618548,14.4696
0.626541,14.6725
0.634355,14.8714
0.64235,15.0731
0.650116,15.2677
0.658094,15.4608
0.665861,15.6558
0.673725,15.8424
0.681612,16.0315
0.689499,16.2206
0.697308,16.3789
0.705606,16.5963
0.712371,16.7621
0.719977,21.7621
0.719977,21.7621
0.727524,26.3463
0.735298,30.7117
0.743306,34.8585
0.751553,38.7877
0.760048,42.501
0.768797,46.0008
0.77781,49.2901
0.787092,52.3729
0.796653,55.2533
0.806501,57.9365
0.816644,60.4281
0.827092,62.7341
0.839107,65.1089
0.852924,67.5118
0.868813,69.8934
0.887086,72.197
0.9081,74.362
0.932266,76.3286
0.960057,78.0437
0.992016,79.4679
1.02877,80.5823
1.07104,81.3928
1.11964,81.931
1.17554,82.2491
1.23703,82.4034
1.30466,82.4687
1.37906,82.492
1.4609,82.4985
1.55092,82.4999
1.64995,82.5
1.75888,82.5
1.77037,82.5
1.78249,72.5
1.79629,62.5
1.81215,52.5862
1.83039,42.9938
1.85137,33.9747
1.87549,25.7786
1.90323,18.6269
1.93514,12.6841
1.97183,8.03031
2.01402,4.64205
2.06254,2.38961
2.11834,1.05619
2.17972,0.407891
2.24724,0.132487
2.32152,0.0340878
2.40321,0.00623878
2.52303,1e-06
2.65484,1e-06
2.79982,1e-06
2.9593,1e-06
3.13473,1e-06
3.3277,1e-06
3.53997,1e-06
3.75436,1e-06
3.9709,1e-06
4.1896,1e-06
4.41049,1e-06
4.63359,1e-06
4.85892,1e-06
5.0865,1e-06
5.31636,1e-06
5.54851,1e-06
5.78299,1e-06
6.01981,1e-06
6.25901,1e-06
6.50059,1e-06
6.74459,1e-06
6.99102,1e-06
7.23993,1e-06
7.49132,1e-06
7.74523,1e-06
8.00167,1e-06
8.26068,1e-06
8.52228,1e-06
8.7865,1e-06
9.05335,1e-06
9.32288,1e-06
9.5951,1e-06
9.87004,1e-06
10.1477,1e-06
10.4282,1e-06
10.7115,1e-06
10.9976,1e-06
11.2866,1e-06
11.5784,1e-06
11.8732,1e-06
12.1709,1e-06
12.4716,1e-06
12.7753,1e-06
13.0821,1e-06
13.3919,1e-06
13.7048,1e-06
14.0208,1e-06
14.34,1e-06
14.6624,1e-06
14.9881,1e-06
15.3169,1e-06
15.6491,1e-06
15.9846,1e-06
16.3234,1e-06
16.3704,1e-06
16.4244,1e-06
