File= Filling_Pressure.csv
Min = 0.000e+00
Max = 2.279e+01
Avg = 7.876e+00
SD = 5.741e+00

[Distribution]
Group Count= 10
Group,From,To,Center,Count,Volume Ratio(%)
1,0.000e+00,2.279e+00,1.140e+00,289914,2.464e+01
2,2.279e+00,4.559e+00,3.419e+00,174057,1.551e+01
3,4.559e+00,6.838e+00,5.699e+00,96412,8.387e+00
4,6.838e+00,9.118e+00,7.978e+00,86129,7.457e+00
5,9.118e+00,1.140e+01,1.026e+01,105156,9.172e+00
6,1.140e+01,1.368e+01,1.254e+01,143833,1.284e+01
7,1.368e+01,1.596e+01,1.482e+01,162485,1.400e+01
8,1.596e+01,1.824e+01,1.710e+01,68504,5.909e+00
9,1.824e+01,2.051e+01,1.937e+01,49570,1.813e+00
10,2.051e+01,2.279e+01,2.165e+01,5512,2.713e-01
